sample,modal,inf,n,procent,syl_inf,xpos,upos,morph_aspect,xpos2
twitter,morati,povedati,7,0.68,4,Ggdn,VERB,Perf,Vmen
twitter,morati,priznati,7,0.68,3,Ggdn,VERB,Perf,Vmen
twitter,morati,spoštovati,7,0.68,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,plačati,6,0.58,3,Ggdn,VERB,Perf,Vmen
twitter,morati,podpreti,6,0.58,3,Ggdn,VERB,Perf,Vmen
twitter,morati,stopiti,6,0.58,3,Ggdn,VERB,Perf,Vmen
twitter,morati,ukrepati,6,0.58,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,vračati,6,0.58,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,zagotoviti,6,0.58,5,Ggdn,VERB,Perf,Vmen
twitter,morati,boriti,5,0.49,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,končati,5,0.49,3,Ggdn,VERB,Perf,Vmen
twitter,morati,omogočiti,5,0.49,5,Ggdn,VERB,Perf,Vmen
twitter,morati,opraviti,5,0.49,4,Ggdn,VERB,Perf,Vmen
twitter,morati,poznati,5,0.49,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,reči,5,0.49,2,Ggdn,VERB,Perf,Vmen
twitter,morati,skrbeti,5,0.49,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,slediti,5,0.49,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,voditi,5,0.49,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,vprašati,5,0.49,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zagovarjati,5,0.49,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,braniti,4,0.39,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,govoriti,4,0.39,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,najti,4,0.39,2,Ggdn,VERB,Perf,Vmen
twitter,morati,odgovarjati,4,0.39,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,počakati,4,0.39,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pojasniti,4,0.39,4,Ggdn,VERB,Perf,Vmen
twitter,morati,sodelovati,4,0.39,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,temeljiti,4,0.39,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,ustvariti,4,0.39,4,Ggdn,VERB,Perf,Vmen
twitter,morati,veljati,4,0.39,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,videti,4,0.39,3,Ggvn,VERB,Both,Vmbn
twitter,morati,vrniti,4,0.39,2,Ggdn,VERB,Perf,Vmen
twitter,morati,zadržati,4,0.39,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zaščititi,4,0.39,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zavedati,4,0.39,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,delati,3,0.29,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,iskati,3,0.29,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,izločiti,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,krepiti,3,0.29,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,obstajati,3,0.29,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,oditi,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,ohraniti,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,opravljati,3,0.29,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,osredotočiti,3,0.29,6,Ggdn,VERB,Perf,Vmen
twitter,morati,ponuditi,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,povezati,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prebrati,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,prevzeti,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,prinesti,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,priti,3,0.29,2,Ggdn,VERB,Perf,Vmen
twitter,morati,razmisliti,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,sedeti,3,0.29,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,soočiti,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,spremeniti,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,upoštevati,3,0.29,5,Ggvn,VERB,Both,Vmbn
twitter,morati,usmeriti,3,0.29,4,Ggdn,VERB,Perf,Vmen
twitter,morati,varovati,3,0.29,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,viseti,3,0.29,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,vložiti,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zapreti,3,0.29,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zavarovati,3,0.29,5,Ggdn,VERB,Perf,Vmen
twitter,morati,dokazati,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,dovoliti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,identificirati,2,0.19,7,Ggvn,VERB,Both,Vmbn
twitter,morati,iti,2,0.19,2,Ggvn,VERB,Both,Vmbn
twitter,morati,izgnati,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,izpogajati,2,0.19,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,izpolnjevati,2,0.19,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,migranti,2,0.19,3,Sommi,UNK,UNK,Ncmpn
twitter,morati,nasloviti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,naučiti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,odločati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,odločiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,odpirati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,odreagirati,2,0.19,5,Ggdn,VERB,Perf,Vmen
twitter,morati,odrediti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,odzvati,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,oglasiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,ohranjati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,opravičevati,2,0.19,6,Ggnn,VERB,Imp,Vmpn
twitter,morati,opustiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,oživiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pasti,2,0.19,2,Ggdn,VERB,Perf,Vmen
twitter,morati,pisati,2,0.19,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,podati,2,0.19,3,Ggvn,VERB,Both,Vmbn
twitter,morati,pogledati,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,poiskati,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,pomagati,2,0.19,4,Ggvn,VERB,Both,Vmbn
twitter,morati,ponavljati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,poslušati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,postaviti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,potekati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,povabiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prenehati,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prenoviti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,preseči,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,preveriti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pričeti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,pridobiti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pripraviti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prizadevati,2,0.19,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,pustiti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,ravnati,2,0.19,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,razmišljati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,razvijati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,reševati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,soditi,2,0.19,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,spodbujati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,spomniti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,spopasti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,strinjati,2,0.19,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,ti,2,0.19,1,Zk-mmi,UNK,UNK,Pd-mpn
twitter,morati,ugotoviti,2,0.19,5,Ggdn,VERB,Perf,Vmen
twitter,morati,umakniti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,uporabljati,2,0.19,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,uvesti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,vklopiti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,vzpostaviti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zazvoniti,2,0.19,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zbrati,2,0.19,2,Ggdn,VERB,Perf,Vmen
twitter,morati,združiti,2,0.19,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zdržati,2,0.19,2,Ggdn,VERB,Perf,Vmen
twitter,morati,zmanjševati,2,0.19,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,bati,1,0.1,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,bivati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,cestitati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,dajati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,delegirati,1,0.1,5,Ggvn,VERB,Both,Vmbn
twitter,morati,delovati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,dodati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,dogajati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,dokazovati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,dolžnosti,1,0.1,3,Sozmt,UNK,UNK,Ncfpa
twitter,morati,doplačati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,dvigniti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,glasovati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,gledati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,graditi,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,igrati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,investirati,1,0.1,5,Ggvn,VERB,Both,Vmbn
twitter,morati,izbirati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,izboriti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,izničiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,izpolniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,izpustiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,izsiliti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,izvoliti,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,izvzeti,1,0.1,3,Pdnmmi,VERB,UNK,Appmpn
twitter,morati,jemati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,kazati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,koncentrirati,1,0.1,5,Ggvn,VERB,Both,Vmbn
twitter,morati,kupiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,ločiti,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,lotiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,maksimizirati,1,0.1,6,Ggvn,VERB,Both,Vmbn
twitter,morati,misliti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,molčati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,možnosti,1,0.1,3,Sozmt,UNK,UNK,Ncfpa
twitter,morati,mrgoleti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,nadaljevati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,nameniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,namestiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,navaditi,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,nositi,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,nuditi,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,obdavčiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,objavljati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,obkljukati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,oblasti,1,0.1,3,Sozem,UNK,UNK,Ncfsl
twitter,morati,obnoviti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,obračati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,obuditi,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,obvestiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,odbiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,oddolžiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,odgovoriti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,odgovornosti,1,0.1,5,Sozer,UNK,UNK,Ncfsg
twitter,morati,odklanjati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,odpovedati,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,odpraviti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,odstraniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,ogledati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,okrepiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,olajšati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,omeniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,operirati,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,opominjati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,opomniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,opravičiti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,opremiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,oprijemati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,osamosvojiti,1,0.1,6,Ggdn,VERB,Perf,Vmen
twitter,morati,plasirati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,pobirati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,pogovarjati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,pojesti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,pokazati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pokrivati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,popadati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,popravljati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,porabiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,poravnati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,poročati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,poslati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,posloviti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pospešiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,posredovati,1,0.1,5,Ggvn,VERB,Both,Vmbn
twitter,morati,potrditi,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,povečavati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,pozvati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,požigati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,prebrati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,predlagati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,predvajati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,preganjati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,preiskati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,premisliti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,premišljati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,prepovedati,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,prepoznati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prepričati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prepričati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prestaviti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,preučiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,preverjati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,približati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pridružiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prijavljati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,prilagoditi,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,pripeljati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,pripravljati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,prisluhniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prispevati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,pritegniti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,prodajati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,rahljati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,razbremeniti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,razčistiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,razkriti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,razpisati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,razpoznati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,razrešiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,razumeti,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,razviti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,reagirati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,reči,1,0.1,2,Ggdn,VERB,Perf,Vmen
twitter,morati,refundirati,1,0.1,5,Ggvn,VERB,Both,Vmbn
twitter,morati,rešiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,shranjevati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,sklicati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,slediti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,slišati,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,soustvarjati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,sovražiti,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,spiti,1,0.1,2,Ggdn,VERB,Perf,Vmen
twitter,morati,splačati,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,splačati,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,sporočiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,spoštovati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,spoznati,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,spraviti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,spregovoriti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,spremljati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,spustiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,stremeti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,subvencionirati,1,0.1,6,Ggvn,VERB,Both,Vmbn
twitter,morati,ščiti,1,0.1,2,Sommo,VERB,UNK,Ncmpi
twitter,morati,švercati,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,taksisti,1,0.1,3,Sommo,UNK,UNK,Ncmpi
twitter,morati,teči,1,0.1,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,tisti,1,0.1,2,Zk-mmi,UNK,UNK,Pd-mpn
twitter,morati,trpeti,1,0.1,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,truditi,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,turisti,1,0.1,3,Sommi,UNK,UNK,Ncmpn
twitter,morati,ublažiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,udeležiti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,umikati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,uničiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,uporabiti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,upreti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,videti,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,vključevati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,vključiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,vreči,1,0.1,2,Sozem,UNK,UNK,Ncfsl
twitter,morati,vzeti,1,0.1,2,Ggdn,VERB,Perf,Vmen
twitter,morati,zaceliti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zadostovati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,zadovoljiti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,zagotavljati,1,0.1,5,Ggnn,VERB,Imp,Vmpn
twitter,morati,zahtevati,1,0.1,4,Ggvn,VERB,Both,Vmbn
twitter,morati,zahvaliti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zamisliti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zapisati,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zaslužiti,1,0.1,4,Ggdn,VERB,Perf,Vmen
twitter,morati,zaupati,1,0.1,3,Ggvn,VERB,Both,Vmbn
twitter,morati,zavirati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,zavrteti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,združevati,1,0.1,4,Ggnn,VERB,Imp,Vmpn
twitter,morati,zmanjšati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,znebiti,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,znižati,1,0.1,3,Ggdn,VERB,Perf,Vmen
twitter,morati,zoperstaviti,1,0.1,5,Ggdn,VERB,Perf,Vmen
twitter,morati,zrasti,1,0.1,2,Ggdn,VERB,Perf,Vmen
twitter,morati,želeti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,živeti,1,0.1,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,biti,11,4.45,2,Gp-n,AUX,Imp,Va-n
twitter,treba,dati,6,2.43,2,Ggdn,VERB,Perf,Vmen
twitter,treba,povedati,6,2.43,4,Ggdn,VERB,Perf,Vmen
twitter,treba,bati,5,2.02,2,Ggnn,VERB,Imp,Vmpn
twitter,treba,iskati,4,1.62,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,najti,4,1.62,2,Ggdn,VERB,Perf,Vmen
twitter,treba,narediti,4,1.62,4,Ggdn,VERB,Perf,Vmen
twitter,treba,plačevati,4,1.62,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,pokazati,4,1.62,4,Ggdn,VERB,Perf,Vmen
twitter,treba,priznati,4,1.62,3,Ggdn,VERB,Perf,Vmen
twitter,treba,spoštovati,4,1.62,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,zaščititi,4,1.62,4,Ggdn,VERB,Perf,Vmen
twitter,treba,cepiti,3,1.21,3,Ggvn,VERB,Both,Vmbn
twitter,treba,imeti,3,1.21,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,izbrati,3,1.21,3,Ggdn,VERB,Perf,Vmen
twitter,treba,obravnavati,3,1.21,5,Ggnn,VERB,Imp,Vmpn
twitter,treba,reči,3,1.21,2,Ggdn,VERB,Perf,Vmen
twitter,treba,spremeniti,3,1.21,4,Ggdn,VERB,Perf,Vmen
twitter,treba,braniti,2,0.81,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,dodajati,2,0.81,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,dvigniti,2,0.81,3,Ggdn,VERB,Perf,Vmen
twitter,treba,govoriti,2,0.81,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,jemati,2,0.81,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,kriminalizirati,2,0.81,7,Ggvn,VERB,Both,Vmbn
twitter,treba,lagati,2,0.81,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,lepiti,2,0.81,3,Ggnn,VERB,Imp,Vmpn
twitter,treba,obsoditi,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,okrepiti,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,omejiti,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,opredeliti,2,0.81,5,Ggdn,VERB,Perf,Vmen
twitter,treba,ostati,2,0.81,3,Ggdn,VERB,Perf,Vmen
twitter,treba,pomagati,2,0.81,4,Ggvn,VERB,Both,Vmbn
twitter,treba,popraviti,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,postaviti,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,prebrati,2,0.81,3,Ggdn,VERB,Perf,Vmen
twitter,treba,pregledati,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,preiskati,2,0.81,3,Ggdn,VERB,Perf,Vmen
twitter,treba,razgraditi,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,razumeti,2,0.81,4,Ggvn,VERB,Both,Vmbn
twitter,treba,spraševati,2,0.81,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,sprejeti,2,0.81,3,Ggdn,VERB,Perf,Vmen
twitter,treba,upoštevati,2,0.81,5,Ggvn,VERB,Both,Vmbn
twitter,treba,usmerjati,2,0.81,4,Ggnn,VERB,Imp,Vmpn
twitter,treba,vzeti,2,0.81,2,Ggdn,VERB,Perf,Vmen
twitter,treba,zagotoviti,2,0.81,5,Ggdn,VERB,Perf,Vmen
twitter,treba,zapustiti,2,0.81,4,Ggdn,VERB,Perf,Vmen
twitter,treba,znati,2,0.81,2,Ggnn,VERB,Imp,Vmpn
twitter,treba,boriti,1,0.4,3,Ggnn,VERB,Imp,Vmpn
