sample,modal,inf,n,procent,syl_inf,xpos,upos,morph_aspect,xpos2
casniki,morati,premagati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,premagovati,1,0.05,5,Ggnn,VERB,Imp,Vmpn
casniki,morati,premakniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prenehati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prepoloviti,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,preprečiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prepričati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,preseči,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,preskočiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prestati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,pretrpeti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,preučiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,preusmeriti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prevoziti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prevzeti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,prevzgojiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,približati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,pridobivati,1,0.05,5,Ggnn,VERB,Imp,Vmpn
casniki,morati,priklopiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prilagajati,1,0.05,5,Ggnn,VERB,Imp,Vmpn
casniki,morati,priložiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,pripadati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,pripeljati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,pripomniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,pripovedovati,1,0.05,6,Ggnn,VERB,Imp,Vmpn
casniki,morati,prisiliti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,priskrbeti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,prisluhniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,prispevati,1,0.05,4,Ggvn,VERB,Both,Vmbn
casniki,morati,pritrditi,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,priučiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,privaditi,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,privajati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,prizemljiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,računati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,razbiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,razjasniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,razkuževati,1,0.05,5,Ggnn,VERB,Imp,Vmpn
casniki,morati,razkužiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,razočarati,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,razpisati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,razporediti,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,razstrupiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,razvijati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,razviti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,reagirati,1,0.05,4,Ggvn,VERB,Both,Vmbn
casniki,morati,registrirati,1,0.05,5,Ggvn,VERB,Both,Vmbn
casniki,morati,roditi,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,morati,samoizolirati,1,0.05,6,Ggvn,VERB,Both,Vmbn
casniki,morati,sankcionirati,1,0.05,5,Ggvn,VERB,Both,Vmbn
casniki,morati,sesti,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,seznaniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,sistemizirati,1,0.05,6,Ggvn,VERB,Both,Vmbn
casniki,morati,skladiščiti,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,skočiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,skrajšati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,skrivati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,slišati,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,morati,služiti,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,sneti,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,soočati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,spati,1,0.05,2,Ggnn,VERB,Imp,Vmpn
casniki,morati,spoprijeti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,spraviti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,sprehoditi,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,sprejemati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,sproti,1,0.05,2,Rsn,UNK,UNK,Rgp
casniki,morati,spustiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,srečati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,staviti,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,morati,streči,1,0.05,2,Ggnn,VERB,Imp,Vmpn
casniki,morati,šolati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,temeljiti,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,trajati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,trenirati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,trpeti,1,0.05,2,Ggnn,VERB,Imp,Vmpn
casniki,morati,turisti,1,0.05,3,Sommi,UNK,UNK,Ncmpn
casniki,morati,tvoriti,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,ugotoviti,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,ugrizniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,ukrotiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,umiriti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,umivati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,umoriti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,umreti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,upodobiti,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,upokojiti,1,0.05,5,Ggdn,VERB,Perf,Vmen
casniki,morati,ustrezati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,varnosti,1,0.05,3,Sozer,UNK,UNK,Ncfsg
casniki,morati,varovati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,vcepiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,verjeti,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,morati,vmešati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,vnesti,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,voliti,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,morati,vpisovati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,vsebovati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,vstati,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,vstopiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,vzdrževati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,vzgojiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zabavati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,začutiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zagnati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zagoreti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zahvaliti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zajemati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,zamenjati,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zanašati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,zanimati,1,0.05,4,Ggnn,VERB,Imp,Vmpn
casniki,morati,zaobjeti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zapolniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zapomniti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zaprositi,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zaslužiti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zastaviti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zaužiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zavedeti,1,0.05,4,Ggdn,VERB,Perf,Vmen
casniki,morati,zavzeti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zbadati,1,0.05,3,Ggnn,VERB,Imp,Vmpn
casniki,morati,združiti,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zdržati,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,zvišati,1,0.05,3,Ggdn,VERB,Perf,Vmen
casniki,morati,zvrstiti,1,0.05,2,Ggdn,VERB,Perf,Vmen
casniki,morati,žrtvovati,1,0.05,3,Ggvn,VERB,Both,Vmbn
casniki,treba,upoštevati,15,3.41,5,Ggvn,VERB,Both,Vmbn
casniki,treba,biti,14,3.18,2,Gp-n,AUX,Imp,Va-n
casniki,treba,narediti,14,3.18,4,Ggdn,VERB,Perf,Vmen
casniki,treba,vedeti,9,2.05,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,zagotoviti,9,2.05,5,Ggdn,VERB,Perf,Vmen
casniki,treba,dati,8,1.82,2,Ggdn,VERB,Perf,Vmen
casniki,treba,nositi,7,1.59,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,odšteti,7,1.59,3,Ggdn,VERB,Perf,Vmen
casniki,treba,poudariti,7,1.59,4,Ggdn,VERB,Perf,Vmen
casniki,treba,bati,6,1.36,2,Ggnn,VERB,Imp,Vmpn
casniki,treba,delati,6,1.36,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,obravnavati,6,1.36,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,počakati,6,1.36,4,Ggdn,VERB,Perf,Vmen
casniki,treba,poiskati,6,1.36,3,Ggdn,VERB,Perf,Vmen
casniki,treba,spremeniti,6,1.36,4,Ggdn,VERB,Perf,Vmen
casniki,treba,poskrbeti,5,1.14,3,Ggdn,VERB,Perf,Vmen
casniki,treba,predložiti,5,1.14,4,Ggdn,VERB,Perf,Vmen
casniki,treba,storiti,5,1.14,3,Ggdn,VERB,Perf,Vmen
casniki,treba,zavedati,5,1.14,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,čakati,4,0.91,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,dodati,4,0.91,3,Ggdn,VERB,Perf,Vmen
casniki,treba,iskati,4,0.91,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,izogibati,4,0.91,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,izpolniti,4,0.91,4,Ggdn,VERB,Perf,Vmen
casniki,treba,omeniti,4,0.91,4,Ggdn,VERB,Perf,Vmen
casniki,treba,opozoriti,4,0.91,5,Ggdn,VERB,Perf,Vmen
casniki,treba,priznati,4,0.91,3,Ggdn,VERB,Perf,Vmen
casniki,treba,razumeti,4,0.91,4,Ggvn,VERB,Both,Vmbn
casniki,treba,spoštovati,4,0.91,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,deliti,3,0.68,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,igrati,3,0.68,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,imeti,3,0.68,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,najti,3,0.68,2,Ggdn,VERB,Perf,Vmen
casniki,treba,nameniti,3,0.68,4,Ggdn,VERB,Perf,Vmen
casniki,treba,naučiti,3,0.68,3,Ggdn,VERB,Perf,Vmen
casniki,treba,opraviti,3,0.68,4,Ggdn,VERB,Perf,Vmen
casniki,treba,organizirati,3,0.68,6,Ggvn,VERB,Both,Vmbn
casniki,treba,osredotočiti,3,0.68,6,Ggdn,VERB,Perf,Vmen
casniki,treba,plačati,3,0.68,3,Ggdn,VERB,Perf,Vmen
casniki,treba,pošiljati,3,0.68,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,presojati,3,0.68,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,priti,3,0.68,2,Ggdn,VERB,Perf,Vmen
casniki,treba,skrbeti,3,0.68,2,Ggnn,VERB,Imp,Vmpn
casniki,treba,začeti,3,0.68,3,Ggdn,VERB,Perf,Vmen
casniki,treba,zamenjati,3,0.68,4,Ggdn,VERB,Perf,Vmen
casniki,treba,dokazati,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,držati,2,0.45,2,Ggnn,VERB,Imp,Vmpn
casniki,treba,gledati,2,0.45,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,govoriti,2,0.45,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,iti,2,0.45,2,Ggvn,VERB,Both,Vmbn
casniki,treba,izvesti,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,nadgraditi,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,nadoknaditi,2,0.45,5,Ggdn,VERB,Perf,Vmen
casniki,treba,obdržati,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,oddati,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,odločiti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,ostati,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,paziti,2,0.45,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,plačevati,2,0.45,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,pogledati,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pomagati,2,0.45,4,Ggvn,VERB,Both,Vmbn
casniki,treba,poseči,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,potruditi,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,povedati,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,preveriti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prevzeti,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,prezračiti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prijaviti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pripisati,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prisluhniti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pritegniti,2,0.45,4,Ggdn,VERB,Perf,Vmen
casniki,treba,razkriti,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,skrivati,2,0.45,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,slediti,2,0.45,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,sprejeti,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,uporabiti,2,0.45,5,Ggdn,VERB,Perf,Vmen
casniki,treba,vlagati,2,0.45,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,vložiti,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,vprašati,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,vrniti,2,0.45,2,Ggdn,VERB,Perf,Vmen
casniki,treba,vzeti,2,0.45,2,Ggdn,VERB,Perf,Vmen
casniki,treba,zagnati,2,0.45,3,Ggdn,VERB,Perf,Vmen
casniki,treba,amputirati,1,0.23,5,Ggvn,VERB,Both,Vmbn
casniki,treba,barvati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,boriti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,čistiti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,čuvati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,delovati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,dokazovati,1,0.23,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,doseči,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,dovoliti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,doživeti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,gasiti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,hiteti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,hraniti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,izbrati,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,izkoreniniti,1,0.23,6,Ggdn,VERB,Perf,Vmen
casniki,treba,izkoristiti,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,izobraževati,1,0.23,6,Ggnn,VERB,Imp,Vmpn
casniki,treba,izpostavljati,1,0.23,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,iztrgati,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,izumljati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,izvršiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,jemati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,kljubovati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,koristiti,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,kovati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,kupovati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,ločevati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,načrtovati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,nadomestiti,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,naliti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,namakati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,naročiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,naslavljati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,navaditi,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,navesti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,niti,1,0.23,2,L,UNK,UNK,Q
casniki,treba,obdelati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,obnašati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,odpreti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,odzvati,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,ohraniti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,ohranjati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,omogočiti,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,opravljati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,opremiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,označiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,počistiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,podpirati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,poenotiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pohvaliti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pokazati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,poklicati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,porabiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,posejati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,posloviti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,poslušati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,pospremiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,posredovati,1,0.23,5,Ggvn,VERB,Both,Vmbn
casniki,treba,postaviti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,posvetiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,posvetovati,1,0.23,5,Ggvn,VERB,Both,Vmbn
casniki,treba,pozivati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,poznati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,predajati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,pregledati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,preiti,1,0.23,2,Ggdn,VERB,Perf,Vmen
casniki,treba,prenehati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prenesti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,preprečiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prepričati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,presoditi,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prestajati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,pretehtati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,pretiravati,1,0.23,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,prevetriti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,preživeti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,priključiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prikloniti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,priklopiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,prilagoditi,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,prinesti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,prišteti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,prižgati,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,proučiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,pustiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,ravnati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,razbremeniti,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,razčistiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,raziskati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,razkrinkati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,razkužiti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,razlikovati,1,0.23,5,Ggnn,VERB,Imp,Vmpn
casniki,treba,razmakniti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,rehabilitirati,1,0.23,7,Ggvn,VERB,Both,Vmbn
casniki,treba,reorganizirati,1,0.23,6,Ggvn,VERB,Both,Vmbn
casniki,treba,sedeti,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,sestavljati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,seznaniti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,shraniti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,skleniti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,soočati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,spodbujati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,spopasti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,spoprijeti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,spoznati,1,0.23,3,Ggvn,VERB,Both,Vmbn
casniki,treba,sprehoditi,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,spremljati,1,0.23,3,Ggnn,VERB,Imp,Vmpn
casniki,treba,sprostiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,sprožiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,stopiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,testirati,1,0.23,4,Ggvn,VERB,Both,Vmbn
casniki,treba,ugotoviti,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,ukazati,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,ukrepati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,ukvarjati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,umakniti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,usesti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,ustaviti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,uvesti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,vključevati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,vključiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,vpeljati,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,vzdržati,1,0.23,2,Ggdn,VERB,Perf,Vmen
casniki,treba,vzpostaviti,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,zapirati,1,0.23,4,Ggnn,VERB,Imp,Vmpn
casniki,treba,zaščititi,1,0.23,4,Ggdn,VERB,Perf,Vmen
casniki,treba,zaupati,1,0.23,3,Ggvn,VERB,Both,Vmbn
casniki,treba,zavarovati,1,0.23,5,Ggdn,VERB,Perf,Vmen
casniki,treba,zaviti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,zavreči,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,združiti,1,0.23,3,Ggdn,VERB,Perf,Vmen
casniki,treba,znati,1,0.23,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,biti,298,29.04,2,Gp-n,AUX,Imp,Va-n
twitter,morati,imeti,53,5.17,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,postati,16,1.56,3,Ggdn,VERB,Perf,Vmen
twitter,morati,vedeti,14,1.36,3,Ggnn,VERB,Imp,Vmpn
twitter,morati,storiti,11,1.07,3,Ggdn,VERB,Perf,Vmen
twitter,morati,dati,10,0.97,2,Ggdn,VERB,Perf,Vmen
twitter,morati,poskrbeti,10,0.97,3,Ggdn,VERB,Perf,Vmen
twitter,morati,znati,10,0.97,2,Ggnn,VERB,Imp,Vmpn
twitter,morati,narediti,9,0.88,4,Ggdn,VERB,Perf,Vmen
twitter,morati,sprejeti,9,0.88,3,Ggdn,VERB,Perf,Vmen
twitter,morati,začeti,9,0.88,3,Ggdn,VERB,Perf,Vmen
twitter,morati,dobiti,7,0.68,3,Ggdn,VERB,Perf,Vmen
twitter,morati,odstopiti,7,0.68,4,Ggdn,VERB,Perf,Vmen
twitter,morati,ostati,7,0.68,3,Ggdn,VERB,Perf,Vmen
