SubjID;WordType;Genus;Sigstark;En;E;Er;S;Z
77;NoRhyme;Masc;3,33333333333333;0;11;1;0;0
77;NoRhyme;Neut;4,54333333333333;8;2;2;0;0
77;Rhyme;Fem;4,20583333333333;5;6;1;0;0
77;Rhyme;Masc;2,86250000000000;0;3;9;0;0
77;Rhyme;Neut;4,23750000000000;7;0;5;0;0
78;NoRhyme;Fem;4,40833333333333;5;7;0;0;0
78;NoRhyme;Masc;4,21666666666667;4;8;0;0;0
78;NoRhyme;Neut;4,02500000000000;3;9;0;0;0
78;Rhyme;Fem;3,89666666666667;4;8;0;0;0
78;Rhyme;Masc;4,28000000000000;6;6;0;0;0
78;Rhyme;Neut;3,56250000000000;4;7;1;0;0
79;NoRhyme;Fem;2,67500000000000;0;4;0;8;0
79;NoRhyme;Masc;3,42166666666667;0;12;0;0;0
79;NoRhyme;Neut;3,15583333333333;0;9;0;3;0
79;Rhyme;Fem;2,71583333333333;0;4;1;7;0
79;Rhyme;Masc;2,84750000000000;0;5;1;6;0
79;Rhyme;Neut;2,92666666666667;0;6;1;5;0
80;NoRhyme;Fem;3,81916666666667;2;10;0;0;0
80;NoRhyme;Masc;3,83333333333333;2;10;0;0;0
80;NoRhyme;Neut;5,41250000000000;11;1;0;0;0
80;Rhyme;Fem;3,41083333333333;1;10;1;0;0
80;Rhyme;Masc;3,49916666666667;2;10;0;0;0
80;Rhyme;Neut;4,52333333333333;11;1;0;0;0
81;NoRhyme;Fem;4,40833333333333;5;7;0;0;0
81;NoRhyme;Masc;4,60000000000000;6;6;0;0;0
81;NoRhyme;Neut;4,02500000000000;3;9;0;0;0
81;Rhyme;Fem;4,38333333333333;6;5;1;0;0
81;Rhyme;Masc;4,64916666666667;8;4;0;0;0
81;Rhyme;Neut;3,36500000000000;0;11;1;0;0
82;NoRhyme;Fem;3,45000000000000;0;12;0;0;0
82;NoRhyme;Masc;3,83333333333333;2;10;0;0;0
82;NoRhyme;Neut;3,83333333333333;2;10;0;0;0
82;Rhyme;Fem;4,35166666666667;5;6;1;0;0
82;Rhyme;Masc;4,23416666666667;5;7;0;0;0
82;Rhyme;Neut;4,41166666666667;6;5;1;0;0
83;NoRhyme;Fem;4,79166666666667;7;5;0;0;0
83;NoRhyme;Masc;5,17500000000000;9;3;0;0;0
83;NoRhyme;Neut;4,21666666666667;4;8;0;0;0
83;Rhyme;Fem;4,60000000000000;6;6;0;0;0
83;Rhyme;Masc;4,79166666666667;7;5;0;0;0
83;Rhyme;Neut;4,58583333333333;6;6;0;0;0
84;NoRhyme;Fem;5,55833333333333;11;1;0;0;0
84;NoRhyme;Masc;4,98333333333333;8;4;0;0;0
84;NoRhyme;Neut;5,55833333333333;11;1;0;0;0
84;Rhyme;Fem;5,17500000000000;9;3;0;0;0
84;Rhyme;Masc;5,17500000000000;9;3;0;0;0
84;Rhyme;Neut;4,98333333333333;8;4;0;0;0
85;NoRhyme;Fem;3,45000000000000;0;12;0;0;0
85;NoRhyme;Masc;3,45000000000000;0;12;0;0;0
85;NoRhyme;Neut;3,64166666666667;1;11;0;0;0
85;Rhyme;Fem;3,45000000000000;0;12;0;0;0
85;Rhyme;Masc;3,45000000000000;0;12;0;0;0
85;Rhyme;Neut;3,45000000000000;0;12;0;0;0
86;NoRhyme;Fem;4,88333333333333;9;3;0;0;0
86;NoRhyme;Masc;3,45000000000000;0;12;0;0;0
86;NoRhyme;Neut;2,58166666666667;0;0;12;0;0
86;Rhyme;Fem;4,59666666666667;8;3;1;0;0
86;Rhyme;Masc;3,37916666666667;0;12;0;0;0
86;Rhyme;Neut;2,70666666666667;0;1;11;0;0
87;NoRhyme;Fem;3,17500000000000;0;8;4;0;0
87;NoRhyme;Masc;2,58166666666667;0;0;12;0;0
87;NoRhyme;Neut;3,37583333333333;0;11;1;0;0
87;Rhyme;Fem;3,10166666666667;0;7;5;0;0
87;Rhyme;Masc;2,75500000000000;0;0;12;0;0
87;Rhyme;Neut;3,29500000000000;0;10;2;0;0
88;NoRhyme;Fem;3,30916666666667;0;10;2;0;0
88;NoRhyme;Masc;3,21333333333333;0;9;3;0;0
88;NoRhyme;Neut;2,97416666666667;0;5;7;0;0
88;Rhyme;Fem;3,22416666666667;0;10;2;0;0
88;Rhyme;Masc;3,09750000000000;0;8;4;0;0
88;Rhyme;Neut;3,03500000000000;0;6;6;0;0
89;NoRhyme;Fem;4,60000000000000;6;6;0;0;0
89;NoRhyme;Masc;4,98333333333333;8;4;0;0;0
89;NoRhyme;Neut;4,98333333333333;8;4;0;0;0
89;Rhyme;Fem;4,89000000000000;8;3;0;1;0
89;Rhyme;Masc;5,17500000000000;9;3;0;0;0
89;Rhyme;Neut;4,98333333333333;8;4;0;0;0
90;NoRhyme;Fem;3,53916666666667;2;7;0;3;0
90;NoRhyme;Masc;4,18833333333333;4;8;0;0;0
90;NoRhyme;Neut;4,40833333333333;5;7;0;0;0
90;Rhyme;Fem;4,31833333333333;6;5;0;1;0
90;Rhyme;Masc;3,92583333333333;3;9;0;0;0
90;Rhyme;Neut;4,20583333333333;5;7;0;0;0
91;NoRhyme;Fem;4,60000000000000;6;6;0;0;0
91;NoRhyme;Masc;5,17500000000000;9;3;0;0;0
91;NoRhyme;Neut;5,17500000000000;9;3;0;0;0
91;Rhyme;Fem;4,17416666666667;4;8;0;0;0
91;Rhyme;Masc;4,58583333333333;6;6;0;0;0
91;Rhyme;Neut;4,60000000000000;5;5;0;0;0
92;NoRhyme;Fem;4,21666666666667;4;8;0;0;0
92;NoRhyme;Masc;3,33333333333333;0;11;1;0;0
92;NoRhyme;Neut;2,62500000000000;0;0;12;0;0
92;Rhyme;Fem;4,14333333333333;5;4;3;0;0
92;Rhyme;Masc;3,24833333333333;0;11;1;0;0
92;Rhyme;Neut;2,94416666666667;0;4;8;0;0
93;NoRhyme;Fem;4,02833333333333;4;7;0;0;1
93;NoRhyme;Masc;3,64500000000000;2;9;0;0;1
93;NoRhyme;Neut;3,26166666666667;0;11;0;0;1
93;Rhyme;Fem;4,02500000000000;3;9;0;0;0
93;Rhyme;Masc;3,45000000000000;0;12;0;0;0
93;Rhyme;Neut;3,45000000000000;0;12;0;0;0
94;NoRhyme;Fem;4,98333333333333;8;4;0;0;0
94;NoRhyme;Masc;5,17500000000000;9;3;0;0;0
94;NoRhyme;Neut;4,40833333333333;5;7;0;0;0
94;Rhyme;Fem;4,39750000000000;7;4;1;0;0
94;Rhyme;Masc;4,08166666666667;6;5;1;0;0
94;Rhyme;Neut;4,06750000000000;6;5;1;0;0
95;NoRhyme;Fem;5,17500000000000;9;3;0;0;0
95;NoRhyme;Masc;5,17500000000000;9;3;0;0;0
95;NoRhyme;Neut;4,70454545454546;6;5;0;0;0
95;Rhyme;Fem;5,17500000000000;9;3;0;0;0
95;Rhyme;Masc;4,79166666666667;7;5;0;0;0
95;Rhyme;Neut;5,36666666666667;10;2;0;0;0
96;NoRhyme;Fem;3,80250000000000;3;6;3;0;0
96;NoRhyme;Masc;4,26750000000000;5;5;2;0;0
96;NoRhyme;Neut;3,37583333333333;0;11;1;0;0
96;Rhyme;Fem;3,45083333333333;2;7;3;0;0
96;Rhyme;Masc;3,04166666666667;1;4;7;0;0
96;Rhyme;Neut;3,27083333333333;1;6;5;0;0
97;NoRhyme;Fem;3,49727272727273;1;8;2;0;0
97;NoRhyme;Masc;3,45000000000000;0;12;0;0;0
97;NoRhyme;Neut;5,75000000000000;12;0;0;0;0
97;Rhyme;Fem;3,15333333333333;0;8;4;0;0
97;Rhyme;Masc;3,15333333333333;0;8;4;0;0
97;Rhyme;Neut;5,75000000000000;12;0;0;0;0
98;NoRhyme;Fem;5,75000000000000;12;0;0;0;0
98;NoRhyme;Masc;3,45000000000000;0;12;0;0;0
98;NoRhyme;Neut;5,75000000000000;12;0;0;0;0
98;Rhyme;Fem;5,55833333333333;11;1;0;0;0
98;Rhyme;Masc;3,45000000000000;0;12;0;0;0
98;Rhyme;Neut;5,75000000000000;12;0;0;0;0
99;NoRhyme;Fem;5,59090909090909;11;0;0;0;0
99;NoRhyme;Masc;2,58600000000000;0;0;10;0;0
99;NoRhyme;Neut;2,35833333333333;0;0;0;12;0
99;Rhyme;Fem;4,63083333333333;11;0;1;0;0
99;Rhyme;Masc;3,14500000000000;0;7;5;0;0
99;Rhyme;Neut;2,37636363636364;0;0;0;11;0
100;NoRhyme;Fem;3,32272727272727;0;10;1;0;0
100;NoRhyme;Masc;4,04636363636364;3;8;0;0;0
100;NoRhyme;Neut;3,59916666666667;1;11;0;0;0
100;Rhyme;Fem;3,50416666666667;1;10;1;0;0
100;Rhyme;Masc;3,55666666666667;1;11;0;0;0
100;Rhyme;Neut;3,71000000000000;2;9;1;0;0
101;NoRhyme;Fem;3,35666666666667;0;11;0;1;0
101;NoRhyme;Masc;4,19000000000000;5;3;0;3;0
101;NoRhyme;Neut;3,37166666666667;3;2;0;7;0
101;Rhyme;Fem;3,85750000000000;3;7;1;1;0
101;Rhyme;Masc;4,72250000000000;8;1;1;2;0
101;Rhyme;Neut;3,84333333333333;4;4;0;4;0
102;NoRhyme;Fem;4,60000000000000;6;6;0;0;0
102;NoRhyme;Masc;4,98333333333333;8;4;0;0;0
102;NoRhyme;Neut;4,98333333333333;8;4;0;0;0
102;Rhyme;Fem;4,89000000000000;8;3;0;1;0
102;Rhyme;Masc;5,17500000000000;9;3;0;0;0
102;Rhyme;Neut;4,98333333333333;8;4;0;0;0
103;NoRhyme;Fem;4,21666666666667;4;8;0;0;0
103;NoRhyme;Masc;3,45333333333333;1;10;0;0;1
103;NoRhyme;Neut;3,64166666666667;1;11;0;0;0
103;Rhyme;Fem;4,79166666666667;7;5;0;0;0
103;Rhyme;Masc;3,95083333333333;3;8;1;0;0
103;Rhyme;Neut;3,49333333333333;1;9;2;0;0
104;NoRhyme;Fem;5,36666666666667;10;2;0;0;0
104;NoRhyme;Masc;4,40833333333333;5;7;0;0;0
104;NoRhyme;Neut;4,40833333333333;5;7;0;0;0
104;Rhyme;Fem;4,40833333333333;5;7;0;0;0
104;Rhyme;Masc;4,40833333333333;5;7;0;0;0
104;Rhyme;Neut;4,21666666666667;4;8;0;0;0
105;NoRhyme;Fem;5,75000000000000;12;0;0;0;0
105;NoRhyme;Masc;3,45000000000000;0;12;0;0;0
105;NoRhyme;Neut;3,64166666666667;1;11;0;0;0
105;Rhyme;Fem;5,39833333333333;11;1;0;0;0
105;Rhyme;Masc;3,77666666666667;2;10;0;0;0
105;Rhyme;Neut;4,18833333333333;4;8;0;0;0
106;NoRhyme;Fem;5,75000000000000;12;0;0;0;0
106;NoRhyme;Masc;3,42166666666667;0;12;0;0;0
106;NoRhyme;Neut;3,21916666666667;0;11;0;0;1
106;Rhyme;Fem;5,75000000000000;12;0;0;0;0
106;Rhyme;Masc;3,33666666666667;0;12;0;0;0
106;Rhyme;Neut;3,39333333333333;0;12;0;0;0
107;NoRhyme;Fem;4,40833333333333;5;7;0;0;0
107;NoRhyme;Masc;4,79166666666667;7;5;0;0;0
107;NoRhyme;Neut;3,64166666666667;1;11;0;0;0
107;Rhyme;Fem;5,02916666666667;9;3;0;0;0
107;Rhyme;Masc;5,02916666666667;9;3;0;0;0
107;Rhyme;Neut;3,76250000000000;2;10;0;0;0
108;NoRhyme;Fem;4,21666666666667;4;8;0;0;0
108;NoRhyme;Masc;3,33333333333333;0;11;1;0;0
108;NoRhyme;Neut;2,62500000000000;0;0;12;0;0
108;Rhyme;Fem;4,14333333333333;5;4;3;0;0
108;Rhyme;Masc;3,24833333333333;0;11;1;0;0
108;Rhyme;Neut;2,94416666666667;0;4;8;0;0
109;NoRhyme;Fem;2,88833333333333;0;7;0;4;1
109;NoRhyme;Masc;2,79666666666667;0;5;0;7;0
109;NoRhyme;Neut;2,79666666666667;0;5;0;7;0
109;Rhyme;Fem;3,35666666666667;0;11;0;1;0
109;Rhyme;Masc;2,70333333333333;0;4;0;8;0
109;Rhyme;Neut;3,17000000000000;0;9;0;3;0
110;NoRhyme;Fem;3,45000000000000;0;12;0;0;0
110;NoRhyme;Masc;3,43583333333333;0;12;0;0;0
110;NoRhyme;Neut;3,45000000000000;0;12;0;0;0
110;Rhyme;Fem;3,36500000000000;0;12;0;0;0
110;Rhyme;Masc;3,57083333333333;1;11;0;0;0
110;Rhyme;Neut;3,76250000000000;2;10;0;0;0
111;NoRhyme;Fem;5,75000000000000;12;0;0;0;0
111;NoRhyme;Masc;3,88916666666667;5;0;7;0;0
111;NoRhyme;Neut;2,98916666666667;2;0;10;0;0
111;Rhyme;Fem;4,78333333333333;10;2;0;0;0
111;Rhyme;Masc;3,57833333333333;3;2;7;0;0
111;Rhyme;Neut;2,83166666666667;1;0;11;0;0
112;NoRhyme;Fem;4,37000000000000;4;6;0;0;0
112;NoRhyme;Masc;4,50000000000000;7;5;0;0;0
112;NoRhyme;Neut;4,75454545454545;7;4;0;0;0
112;Rhyme;Fem;3,77666666666667;2;10;0;0;0
112;Rhyme;Masc;4,02833333333333;4;8;0;0;0
112;Rhyme;Neut;4,13583333333333;4;7;1;0;0
113;NoRhyme;Fem;5,36666666666667;10;2;0;0;0
113;NoRhyme;Masc;5,36666666666667;10;2;0;0;0
113;NoRhyme;Neut;5,55833333333333;11;1;0;0;0
113;Rhyme;Fem;4,60000000000000;6;6;0;0;0
113;Rhyme;Masc;4,40833333333333;5;7;0;0;0
113;Rhyme;Neut;4,79166666666667;7;5;0;0;0
114;NoRhyme;Fem;5,36666666666667;10;2;0;0;0
114;NoRhyme;Masc;5,55833333333333;11;1;0;0;0
114;NoRhyme;Neut;5,55833333333333;11;1;0;0;0
114;Rhyme;Fem;4,79166666666667;7;5;0;0;0
114;Rhyme;Masc;4,21666666666667;4;8;0;0;0
114;Rhyme;Neut;4,40833333333333;5;7;0;0;0
115;NoRhyme;Fem;3,44818181818182;2;4;5;0;0
115;NoRhyme;Masc;3,61083333333333;2;7;3;0;0
115;NoRhyme;Neut;4,24583333333333;5;5;2;0;0
115;Rhyme;Fem;3,36000000000000;2;4;6;0;0
115;Rhyme;Masc;3,19000000000000;1;5;6;0;0
115;Rhyme;Neut;2,92500000000000;1;3;8;0;0
116;NoRhyme;Fem;4,39416666666667;5;7;0;0;0
116;NoRhyme;Masc;3,98250000000000;3;9;0;0;0
116;NoRhyme;Neut;4,01083333333333;3;9;0;0;0
116;Rhyme;Fem;3,82250000000000;3;9;0;0;0
116;Rhyme;Masc;4,08833333333333;5;7;0;0;0
116;Rhyme;Neut;4,80916666666667;8;4;0;0;0
117;NoRhyme;Fem;4,60000000000000;6;6;0;0;0
117;NoRhyme;Masc;4,79500000000000;9;2;1;0;0
117;NoRhyme;Neut;4,76333333333333;7;5;0;0;0
117;Rhyme;Fem;4,26250000000000;5;7;0;0;0
117;Rhyme;Masc;3,68833333333333;3;7;2;0;0
117;Rhyme;Neut;4,66333333333333;8;4;0;0;0
118;NoRhyme;Fem;5,17500000000000;9;3;0;0;0
118;NoRhyme;Masc;4,98333333333333;8;4;0;0;0
118;NoRhyme;Neut;4,98333333333333;8;4;0;0;0
118;Rhyme;Fem;4,50000000000000;7;5;0;0;0
118;Rhyme;Masc;4,38000000000000;5;7;0;0;0
118;Rhyme;Neut;4,57166666666667;6;6;0;0;0
119;NoRhyme;Fem;5,06000000000000;7;3;0;0;0
119;NoRhyme;Masc;4,14600000000000;4;4;0;2;0
119;NoRhyme;Neut;4,81181818181818;7;3;0;1;0
119;Rhyme;Fem;4,60000000000000;6;6;0;0;0
119;Rhyme;Masc;4,41333333333333;6;4;0;2;0
119;Rhyme;Neut;5,17500000000000;9;3;0;0;0
120;NoRhyme;Fem;5,29250000000000;10;1;1;0;0
120;NoRhyme;Masc;4,98333333333333;8;4;0;0;0
120;NoRhyme;Neut;5,06000000000000;7;3;0;0;0
120;Rhyme;Fem;5,10083333333333;9;2;1;0;0
120;Rhyme;Masc;4,54750000000000;6;5;1;0;0
120;Rhyme;Neut;4,12833333333333;4;7;1;0;0
121;NoRhyme;Fem;4,21666666666667;4;8;0;0;0
121;NoRhyme;Masc;3,80250000000000;3;6;3;0;0
121;NoRhyme;Neut;3,95083333333333;3;8;1;0;0
121;Rhyme;Fem;4,18583333333333;5;4;3;0;0
121;Rhyme;Masc;3,96333333333333;5;1;6;0;0
121;Rhyme;Neut;3,96333333333333;5;1;6;0;0
122;NoRhyme;Fem;3,00500000000000;0;6;6;0;0
122;NoRhyme;Masc;3,15333333333333;0;8;4;0;0
122;NoRhyme;Neut;3,07916666666667;0;7;5;0;0
122;Rhyme;Fem;4,11166666666667;5;3;4;0;0
122;Rhyme;Masc;4,03750000000000;5;2;5;0;0
122;Rhyme;Neut;3,84583333333333;4;3;5;0;0
123;NoRhyme;Fem;4,21666666666667;4;8;0;0;0
123;NoRhyme;Masc;3,83333333333333;2;10;0;0;0
123;NoRhyme;Neut;4,21666666666667;4;8;0;0;0
123;Rhyme;Fem;4,12916666666667;5;5;2;0;0
123;Rhyme;Masc;3,41333333333333;2;6;4;0;0
123;Rhyme;Neut;3,52583333333333;2;8;2;0;0
124;NoRhyme;Fem;5,75000000000000;11;0;0;0;0
124;NoRhyme;Masc;4,92916666666667;10;2;0;0;0
124;NoRhyme;Neut;4,82333333333333;8;4;0;0;0
124;Rhyme;Fem;5,07500000000000;10;2;0;0;0
124;Rhyme;Masc;4,64916666666667;8;4;0;0;0
124;Rhyme;Neut;4,62333333333333;10;2;0;0;0
