EmoVal	Freq	WORD	WORD_LOWER	WORD_CLASS	EMO_MEAN	EMO_STD	AROUSAL_MEAN	AROUSAL_STD	IMAGE_MEAN	IMAGE_STD	LETTERS	PHONEMES	SYLLABLES	Ftot/1MIL	N	FN	HFN	FHFN	BIGmean(TOKEN)	ACCENT
NEG	NF	FASCHING	fasching	N	0,0	1,2	2,8	1,1	5,9	0,8	8	5	2	2,3	0	0,0	0	0,0	271472,4	1
NEG	HF	FASCHISMUS	faschismus	N	-2,7	0,7	4,0	1,2	4,3	1,9	10	8	3	30,2	0	0,0	0	0,0	155677,8	2
NEG	HF	FASSADE	fassade	N	-0,2	1,0	2,2	0,9	4,9	1,9	7	6	3	11,3	0	0,0	0	0,0	195231,8	2
NEG	HF	FASSEN	fassen	V	0,1	1,1	2,1	1,0	3,2	1,8	6	5	2	109,5	6	999,2	1	929,5	305083,0	1
NEG	HF	FAUST	faust	N	-0,8	1,4	3,2	1,2	6,5	0,9	5	4	1	36,3	0	0,0	0	0,0	144637,5	1
POS	HF	FEDER	feder	N	1,3	0,9	1,7	0,8	5,8	1,1	5	5	2	18,8	7	1241,2	3	1214,8	636843,5	1
POS	NF	FEE	fee	N	2,3	0,7	2,4	1,2	6,2	0,7	3	2	1	2,2	4	88,3	3	88,3	39289,5	1
NEG	NF	FEHDE	fehde	N	-1,5	0,9	3,2	1,1	2,6	1,7	5	4	2	1,8	0	0,0	0	0,0	277050,0	1
NEG	HF	FEHLEN	fehlen	V	-1,5	0,9	2,9	1,3	3,2	1,6	6	5	2	126,0	5	203,3	1	143,2	285025,2	1
NEG	HF	FEHLER	fehler	N	-1,6	1,0	3,2	0,9	2,5	1,5	6	5	2	56,8	3	127,5	1	126,0	375693,8	1
POS	NF	FEIER	feier	N	2,1	0,6	3,4	1,1	5,1	1,5	5	4	2	10,8	7	88,0	2	72,8	619575,5	1
POS	HF	FEIERN	feiern	V	2,1	0,8	3,3	1,0	6,0	1,1	6	5	2	65,0	3	10,3	0	0,0	505837,2	1
POS	NF	FEIERTAG	feiertag	N	1,9	0,9	1,9	0,7	3,0	1,1	8	7	3	10,8	0	0,0	0	0,0	384511,6	1
NEG	NF	FEIGLING	feigling	N	-1,8	0,8	3,4	1,0	3,2	1,8	8	6	2	2,7	0	0,0	0	0,0	252714,0	1
NEG	NF	FEILE	feile	N	0,2	0,5	2,4	0,9	4,9	1,7	5	4	2	0,8	5	65,7	4	65,7	229767,0	1
NEG	HF	FEIND	feind	N	-2,1	1,0	4,2	1,0	3,6	1,8	5	4	1	50,0	0	0,0	0	0,0	397983,3	1
POS	HF	FENSTER	fenster	N	1,1	1,0	1,9	0,8	6,1	1,0	7	7	2	89,0	1	10,5	0	0,0	527870,8	1
POS	HF	FERIEN	ferien	N	2,6	0,5	2,3	1,2	4,4	1,7	6	6	3	20,5	0	0,0	0	0,0	595790,0	1
POS	NF	FERNROHR	fernrohr	N	0,8	1,1	2,4	1,1	5,8	1,5	8	7	2	2,3	0	0,0	0	0,0	256408,7	1
POS	HF	FERNSEHEN	fernsehen	N	0,2	1,4	2,3	1,0	6,4	0,9	9	8	3	89,0	0	50,0	0	0,0	421644,1	1
NEG	NF	FERSE	ferse	N	0,2	0,6	2,1	0,9	4,9	1,8	5	5	2	1,8	2	4,3	1	2,5	489601,0	1
NEG	NF	FESSEL	fessel	N	-1,3	1,3	4,1	0,9	4,5	1,5	6	5	2	5,7	3	22,7	2	22,3	157660,2	1
POS	HF	FEST	fest	N	1,9	0,9	2,9	1,3	5,7	1,6	4	4	1	365,5	8	511,3	0	0,0	156193,7	1
NEG	HF	FESTLEGEN	festlegen	V	-0,4	1,1	2,4	1,2	1,7	1,0	9	9	3	55,5	0	0,0	0	0,0	260546,1	1
POS	NF	FESTTAG	festtag	N	2,0	0,8	2,8	0,9	3,3	1,4	7	7	2	9,2	1	0,0	0	0,0	107626,8	1
NEG	HF	FESTUNG	festung	N	0,1	0,9	3,4	0,6	6,3	0,9	7	6	2	13,8	0	0,0	0	0,0	181568,2	1
NEG	HF	FETT	fett	N	-1,5	1,1	3,5	1,0	5,4	1,1	4	3	1	29,3	7	3116,0	4	2052,0	63315,7	1
NEG	NF	FEUCHT	feucht	A	-0,4	1,2	3,5	0,9	4,9	1,3	6	4	1	11,0	2	384,0	2	239,0	213073,4	1
NEG	HF	FEUER	feuer	N	0,1	1,6	3,7	0,8	6,3	0,8	5	4	2	54,0	5	99,8	1	67,5	410176,3	1
POS	NF	FEURIG	feurig	A	0,9	1,1	4,2	0,7	4,3	1,5	6	5	2	3,8	1	1,0	0	0,0	80195,2	1
POS	NF	FIBEL	fibel	N	0,4	0,5	1,9	0,8	5,0	1,9	5	5	2	2,0	4	21,0	3	21,0	134902,0	1
POS	NF	FICHTE	fichte	N	0,9	1,0	1,8	1,2	5,6	1,8	6	5	2	0,7	3	9,2	2	9,2	294085,0	1
NEG	NF	FIEBER	fieber	N	-1,8	1,0	3,7	0,9	4,0	1,8	6	5	2	6,7	2	43,5	1	43,5	444368,8	1
POS	HF	FIGUR	figur	N	0,4	1,2	2,5	1,1	4,3	1,6	5	5	2	42,5	0	0,0	0	0,0	54286,3	2
POS	HF	FILM	film	N	1,5	1,0	2,6	0,7	5,9	1,1	4	4	1	134,3	1	0,5	0	0,0	24194,3	1
POS	NF	FILMSTAR	filmstar	N	1,0	0,8	3,1	1,1	5,4	0,5	8	8	2	3,3	0	0,0	0	0,0	66493,4	1
NEG	NF	FILTER	filter	N	0,1	0,6	2,2	1,0	4,4	1,6	6	6	2	5,0	2	5,3	0	0,0	374878,4	1
POS	HF	FINALE	finale	N	0,9	1,0	3,5	1,2	3,3	1,4	6	6	3	19,8	0	0,0	0	0,0	198443,8	2
POS	HF	FINDEN	finden	V	1,4	0,9	2,5	1,1	4,1	1,9	6	6	2	781,2	4	62,3	0	0,0	576318,6	1
POS	NF	FINDER	finder	N	0,8	1,1	1,9	1,0	2,3	1,6	6	6	2	1,2	6	863,3	4	863,3	666987,2	1
POS	HF	FINGER	finger	N	0,7	0,8	2,1	1,1	5,9	1,4	6	5	2	59,8	3	1,5	0	0,0	515970,6	1
POS	HF	FIRMA	firma	N	0,3	1,1	2,4	0,8	3,9	1,7	5	5	2	125,5	0	0,0	0	0,0	40839,3	1
POS	HF	FISCH	fisch	N	0,4	1,7	2,4	1,2	5,9	1,5	5	3	1	33,8	3	100,8	1	99,8	291551,0	1
POS	HF	FLAGGE	flagge	N	0,6	1,3	2,5	1,3	5,7	1,5	6	5	2	12,7	1	0,8	0	0,0	96476,4	1
POS	NF	FLAMINGO	flamingo	N	1,0	1,3	2,7	1,2	5,8	1,4	8	8	3	2,2	0	0,0	0	0,0	145452,1	2
POS	HF	FLAMME	flamme	N	0,6	1,5	3,3	1,3	6,2	1,1	6	5	2	17,7	0	0,0	0	0,0	65240,4	1
POS	HF	FLASCHE	flasche	N	0,5	1,0	2,0	0,9	5,9	1,3	7	5	2	36,0	0	0,0	0	0,0	228445,5	1
NEG	NF	FLAUTE	flaute	N	-1,1	0,9	2,1	0,8	3,1	1,8	6	5	2	2,0	1	0,2	0	0,0	129321,0	1
NEG	NF	FLEGEL	flegel	N	-0,9	1,0	2,4	1,2	3,1	1,8	6	6	2	0,5	1	28,2	1	28,2	141875,2	1
NEG	HF	FLEISCH	fleisch	N	-0,4	1,6	3,1	0,7	6,3	1,1	7	4	1	34,7	0	0,0	0	0,0	326365,8	1
POS	NF	FLEXIBEL	flexibel	A	1,7	0,8	2,4	1,1	3,0	1,7	8	9	3	6,3	0	0,0	0	0,0	101452,3	2
NEG	HF	FLIEGE	fliege	N	-1,0	1,1	2,2	1,2	6,1	1,2	6	5	2	14,5	1	5,0	0	0,0	171849,8	1
POS	HF	FLIEGEN	fliegen	V	1,7	1,4	3,5	1,1	6,3	1,0	7	6	2	104,8	4	59,8	0	0,0	315577,5	1
POS	HF	FLIEßEN	fließen	V	0,9	0,9	2,0	1,0	4,6	1,8	7	6	2	31,8	3	127,7	1	104,8	256778,2	1
POS	NF	FLIRT	flirt	N	1,7	0,7	4,4	0,7	4,9	1,8	5	5	1	2,5	1	0,7	0	0,0	75522,3	1
POS	NF	FLOß	floß	N	0,7	1,4	3,0	1,2	5,4	1,5	4	4	1	7,2	5	165,2	2	162,3	30542,3	1
POS	NF	FLÖTE	flöte	N	0,5	1,7	2,3	1,1	5,4	1,8	5	5	2	4,7	0	0,0	0	0,0	141363,5	1
NEG	NF	FLUCH	fluch	N	-2,1	0,7	3,7	1,1	2,7	1,7	5	4	1	6,3	1	32,3	1	32,3	215186,5	1
NEG	HF	FLUCHT	flucht	N	-1,5	1,3	3,9	0,7	5,3	1,4	6	5	1	39,8	2	35,2	0	0,0	195295,2	1
NEG	HF	FLÜCHTLING	flüchtling	N	-1,2	1,4	3,2	1,1	5,6	1,5	10	8	2	31,7	0	0,0	0	0,0	265136,9	1
POS	HF	FLUGHAFEN	flughafen	N	0,8	1,4	3,5	1,3	6,8	0,7	9	9	3	31,0	0	0,0	0	0,0	168218,8	1
POS	HF	FLUGZEUG	flugzeug	N	0,5	1,4	3,3	1,2	6,8	0,4	8	7	2	74,3	0	0,0	0	0,0	29996,1	1
NEG	HF	FLUT	flut	N	-0,8	0,9	3,6	0,8	6,2	0,8	4	4	1	14,0	5	135,5	3	119,5	31373,7	1
POS	NF	FOHLEN	fohlen	N	1,4	1,1	2,4	1,3	5,5	1,4	6	5	2	0,8	5	269,8	2	269,2	260334,6	1
POS	NF	FÖHN	föhn	N	0,4	1,2	2,3	0,9	6,0	1,1	4	3	1	1,5	0	0,0	0	0,0	34912,0	1
NEG	HF	FOLGE	folge	N	-0,2	0,6	2,6	1,0	2,5	1,5	5	5	2	164,5	2	5,3	0	0,0	106671,5	1
NEG	NF	FOLTER	folter	N	-2,8	0,5	4,7	0,6	4,2	1,6	6	6	2	2,5	2	7,8	2	7,8	381626,6	1
NEG	NF	FOLTERN	foltern	V	-2,8	0,4	4,4	0,9	5,3	1,0	7	7	2	2,5	3	67,0	3	39,0	326502,8	1
NEG	HF	FORDERN	fordern	V	-0,9	1,0	2,7	1,3	2,6	1,5	7	7	2	275,3	1	66,2	0	0,0	450245,5	1
POS	HF	FÖRDERN	fördern	V	1,4	0,7	2,1	1,0	2,5	1,2	7	7	2	66,2	1	275,3	1	275,3	642351,5	1
NEG	HF	FORDERUNG	forderung	N	-0,9	1,2	3,0	1,0	2,8	1,4	9	8	3	195,3	0	52,0	1	52,0	411229,0	1
POS	HF	FÖRDERUNG	förderung	N	1,1	1,2	2,5	1,1	2,7	1,5	9	8	3	40,8	0	49,0	0	0,0	526294,2	1
POS	HF	FORM	form	N	0,4	0,8	2,2	0,8	4,2	1,8	4	4	1	226,0	3	122,2	0	0,0	50671,3	1
NEG	NF	FORSCH	forsch	A	-0,2	1,1	3,3	0,9	3,1	1,6	6	4	1	3,7	2	15,0	1	13,0	241314,4	1
POS	HF	FORSCHER	forscher	N	1,1	1,0	2,7	1,0	4,8	1,5	8	6	2	42,7	1	7,3	0	0,0	416764,7	1
POS	HF	FORSCHUNG	forschung	N	1,1	1,0	2,8	1,0	4,1	1,6	9	6	2	99,0	0	0,0	0	0,0	225595,3	1
POS	HF	FORTSETZEN	fortsetzen	V	0,9	0,7	2,3	1,0	2,2	1,6	10	9	3	55,0	0	0,0	0	0,0	202375,4	1
POS	HF	FORTUNA	fortuna	N	2,2	1,0	2,7	1,1	3,2	2,2	7	7	3	15,2	0	0,0	0	0,0	118477,2	2
POS	HF	FOTO	foto	N	0,9	0,9	3,3	1,2	5,8	1,6	4	4	2	154,5	1	8,8	0	0,0	23507,3	1
POS	NF	FRACHT	fracht	N	0,3	0,5	2,6	1,1	5,0	1,7	6	5	1	5,7	4	35,5	1	24,2	219711,8	1
NEG	HF	FRAGE	frage	N	0,2	1,3	2,3	1,0	2,7	1,6	5	5	2	892,3	2	9,0	0	0,0	133802,3	1
POS	HF	FRAGEN	fragen	V	0,7	1,1	2,4	0,9	3,0	1,9	6	6	2	410,2	3	336,5	0	0,0	313885,0	1
NEG	HF	FRAKTION	fraktion	N	-0,8	0,9	2,3	0,9	3,1	2,2	8	8	3	53,5	1	0,0	0	0,0	69502,9	3
POS	HF	FRAU	frau	N	1,4	1,2	2,5	0,9	6,6	0,7	4	3	1	709,0	3	33,8	0	0,0	126359,0	1
NEG	HF	FRÄULEIN	fräulein	N	-0,4	1,8	3,0	1,1	4,1	1,9	8	6	2	43,3	0	0,0	0	0,0	285188,4	1
POS	NF	FRAULICH	fraulich	A	1,5	1,1	2,5	1,0	5,2	1,5	8	6	2	1,3	2	78,0	2	73,0	232889,3	1
NEG	NF	FREIER	freier	N	-1,1	1,5	3,4	0,9	3,4	1,3	6	5	2	3,8	1	88,8	1	88,8	536863,8	1
POS	HF	FREIHEIT	freiheit	N	2,8	0,4	4,0	0,8	2,9	1,5	8	6	2	226,5	1	16,8	0	0,0	285081,9	1
NEG	NF	FREITOD	freitod	N	-2,0	1,2	3,8	1,4	4,8	1,6	7	6	2	2,7	0	0,0	0	0,0	193847,7	1
POS	HF	FREIZEIT	freizeit	N	2,4	0,5	2,9	0,9	3,0	1,1	8	6	2	16,8	1	226,5	1	226,5	260146,9	1
POS	HF	FREUDE	freude	N	2,7	0,6	3,4	1,3	4,3	1,5	6	5	2	86,3	0	0,0	0	0,0	255526,6	1
POS	NF	FREUDIG	freudig	A	1,9	0,7	2,9	0,9	4,3	1,6	7	6	2	9,8	0	0,0	0	0,0	87812,0	1
NEG	NF	FREUDLOS	freudlos	A	-2,2	0,8	2,4	1,6	3,6	1,9	8	7	2	0,7	0	0,0	0	0,0	55837,7	1
POS	HF	FREUEN	freuen	V	2,2	0,9	3,1	1,4	5,4	1,6	6	5	2	52,3	1	88,8	1	88,8	278675,8	1
POS	HF	FREUND	freund	N	2,6	0,6	2,1	1,1	6,0	1,2	6	5	1	206,2	0	0,0	0	0,0	209151,8	1
NEG	NF	FREVEL	frevel	N	-1,7	0,9	3,4	0,9	1,9	1,2	6	6	2	1,3	0	0,0	0	0,0	103410,2	1
POS	HF	FRIEDE	friede	N	2,4	1,0	1,4	0,9	3,9	2,0	6	5	2	107,7	1	2,0	0	0,0	283830,4	1
POS	HF	FRIEDEN	frieden	N	2,5	0,7	1,6	1,2	4,7	1,8	7	6	2	186,0	1	10,5	0	0,0	408894,7	1
NEG	HF	FRIEDHOF	friedhof	N	-1,6	1,1	3,2	1,2	6,4	0,9	8	7	2	40,8	0	0,0	0	0,0	75220,0	1
NEG	HF	FRIST	frist	N	-1,2	1,0	3,2	1,1	2,3	1,1	5	5	1	19,2	3	14,8	0	0,0	127598,0	1
POS	NF	FRISUR	frisur	N	0,8	0,9	2,7	1,1	5,1	1,1	6	6	2	2,3	1	0,3	0	0,0	75200,2	2
POS	HF	FROH	froh	A	1,8	0,6	2,3	1,1	3,8	1,4	4	3	1	45,5	3	1515,0	2	1503,0	37648,3	1
POS	HF	FROMM	fromm	A	0,4	0,7	2,3	1,1	4,0	1,4	5	4	1	15,3	0	0,0	0	0,0	44659,3	1
NEG	HF	FRONT	front	N	-1,6	1,2	3,5	1,2	3,9	2,1	5	5	1	84,3	1	12,8	0	0,0	87238,5	1
NEG	NF	FROSCH	frosch	N	-0,1	1,5	2,8	1,1	6,1	1,1	6	4	1	4,0	1	51,8	1	51,8	222114,8	1
POS	HF	FRÜHJAHR	frühjahr	N	2,0	1,1	2,4	1,2	5,2	1,8	8	6	2	34,5	0	0,0	0	0,0	48717,4	1
NEG	NF	FUCHS	fuchs	N	-0,2	1,6	3,5	1,1	6,1	0,9	5	4	1	7,7	3	1,3	0	0,0	209204,3	1
POS	HF	FÜHLEN	fühlen	V	2,0	1,0	3,5	1,3	3,3	1,9	6	5	2	143,2	7	605,7	1	419,7	418395,3	1
NEG	HF	FÜHRER	führer	N	-2,2	1,0	3,9	1,0	5,3	1,9	6	5	2	68,2	3	478,2	1	419,7	610938,0	1
NEG	HF	FÜHRUNG	führung	N	-0,5	1,4	2,4	0,9	4,0	1,6	7	5	2	103,2	2	9,5	0	0,0	187814,5	1
POS	HF	FÜLLEN	füllen	V	0,5	0,8	2,1	1,0	4,1	2,0	6	5	2	43,0	5	482,2	3	475,5	442279,0	1
POS	NF	FÜLLER	füller	N	0,7	1,1	2,3	1,1	5,8	1,4	6	5	2	0,0	3	71,7	3	71,7	593393,3	1
POS	HF	FUND	fund	N	1,0	0,7	2,7	1,0	3,4	1,5	4	4	1	18,7	10	538,8	4	505,5	238442,3	1
POS	NF	FUNKE	funke	N	0,7	1,1	3,1	1,2	4,6	1,3	5	5	2	2,8	1	0,0	0	0,0	123016,3	1
NEG	HF	FUNKTIONÄR	funktionär	N	-1,4	1,2	2,2	1,1	3,0	1,9	10	10	4	37,7	0	0,0	0	0,0	106652,4	4
NEG	HF	FURCHT	furcht	N	-2,2	0,8	4,4	0,6	4,3	1,2	6	5	1	22,8	1	3,2	0	0,0	196142,4	1
NEG	HF	FÜRCHTEN	fürchten	V	-1,6	1,3	3,9	1,1	4,4	1,6	8	7	2	57,7	0	0,0	0	0,0	441794,6	1
POS	NF	FUSION	fusion	N	0,8	0,8	2,6	1,0	2,8	2,0	6	6	3	10,3	0	0,0	0	0,0	86003,0	3
POS	HF	FUTTER	futter	N	0,9	0,8	2,4	1,0	4,8	1,2	6	5	2	13,0	2	218,5	2	218,5	370496,2	1
POS	NF	GABEL	gabel	N	0,3	1,1	2,1	1,0	5,8	1,6	5	5	2	4,3	3	18,0	2	16,3	164596,0	1
NEG	NF	GALGEN	galgen	N	-2,2	0,9	4,1	0,9	5,7	1,6	6	6	2	4,2	2	0,3	0	0,0	309059,8	1
NEG	NF	GALLE	galle	N	-1,6	1,0	2,8	1,2	2,6	1,5	5	4	2	6,0	2	70,3	2	70,3	120176,3	1
NEG	NF	GANOVE	ganove	N	-1,4	0,7	3,7	0,9	5,2	1,1	6	6	3	0,5	0	0,0	0	0,0	78745,8	2
NEG	NF	GANS	gans	N	0,2	1,4	2,9	1,2	6,0	1,4	4	4	1	3,5	3	1517,3	3	1517,3	117019,0	1
NEG	NF	GARAUS	garaus	N	-1,8	1,0	3,3	1,1	1,9	1,4	6	5	2	1,3	1	96,2	1	96,2	110650,0	1
POS	HF	GARTEN	garten	N	1,8	0,7	1,6	0,6	5,8	1,2	6	6	2	53,2	4	164,8	1	164,8	300866,8	1
NEG	HF	GAS	gas	N	-1,5	1,1	3,4	1,3	4,4	2,0	3	3	1	31,5	5	2232,8	2	2227,5	40485,0	1
POS	HF	GAST	gast	N	1,4	1,2	2,3	0,7	4,8	1,8	4	4	1	148,7	6	237,5	1	190,3	100473,3	1
POS	NF	GATTE	gatte	N	0,7	1,2	3,0	1,2	3,8	1,7	5	4	2	5,7	5	13,7	1	6,8	102202,0	1
NEG	NF	GAUNER	gauner	N	-1,4	1,3	3,6	0,8	4,0	1,4	6	5	2	0,5	0	0,0	0	0,0	462537,6	1
NEG	NF	GEBEIN	gebein	N	-1,2	0,8	2,7	1,1	3,9	1,7	6	5	2	2,8	1	15,5	1	15,5	387256,2	2
POS	NF	GEBET	gebet	N	0,8	1,5	2,7	1,1	3,5	1,7	5	5	2	10,5	4	1730,5	2	1730,0	204615,0	2
NEG	HF	GEBIET	gebiet	N	0,1	0,8	2,3	0,8	3,0	1,3	6	5	2	298,3	0	0,0	0	0,0	156537,4	2
NEG	HF	GEBOT	gebot	N	0,2	1,3	2,8	1,1	2,3	1,3	5	5	2	15,0	1	10,5	0	0,0	99576,5	2
POS	HF	GEBURT	geburt	N	1,9	0,9	4,2	0,9	4,5	1,8	6	6	2	24,5	0	0,0	0	0,0	105310,8	2
POS	HF	GEBURTSTAG	geburtstag	N	1,9	1,2	3,1	1,5	5,1	1,8	10	9	3	72,7	0	0,0	0	0,0	104818,4	2
POS	HF	GEDANKE	gedanke	N	1,5	1,1	2,6	1,3	1,8	0,8	7	7	3	161,5	1	0,0	0	0,0	132985,8	2
POS	HF	GEDENKEN	gedenken	V	0,6	1,3	2,7	1,2	3,0	1,8	8	8	3	59,3	1	72,7	1	72,7	495327,3	2
POS	HF	GEDICHT	gedicht	N	0,7	0,7	2,9	0,9	4,2	1,3	7	6	2	44,5	3	355,7	3	355,7	271123,8	2
POS	HF	GEDULD	geduld	N	2,0	0,8	1,8	0,9	3,0	1,4	6	6	2	18,8	0	0,0	0	0,0	87566,0	2
NEG	HF	GEFAHR	gefahr	N	-1,8	0,6	4,4	0,7	2,9	1,4	6	5	2	178,2	1	2,0	0	0,0	108427,8	2
NEG	HF	GEFÄHRDEN	gefährden	V	-1,6	0,9	3,9	1,2	2,8	1,6	9	8	3	46,3	0	0,0	0	0,0	418613,7	2
POS	HF	GEFALLEN	gefallen	V	1,5	1,1	2,4	1,0	3,0	1,8	8	7	3	67,7	1	6,7	0	0,0	266080,1	2
NEG	HF	GEFÄNGNIS	gefängnis	N	-2,3	0,8	3,1	1,4	6,6	0,8	9	8	3	52,7	0	0,0	0	0,0	132583,0	2
POS	HF	GEFÜHL	gefühl	N	2,2	0,8	3,1	1,4	3,3	1,8	6	5	2	97,2	1	0,5	0	0,0	129110,0	2
POS	HF	GEGEND	gegend	N	0,3	0,9	1,9	0,9	3,8	1,8	6	6	2	39,8	0	0,0	0	0,0	410361,6	1
NEG	HF	GEGENSATZ	gegensatz	N	0,0	0,9	3,1	1,0	2,7	1,6	9	8	3	85,7	0	0,0	0	0,0	248650,5	1
NEG	HF	GEGENTEIL	gegenteil	N	0,0	1,1	2,8	0,9	2,3	1,7	9	8	3	50,2	0	0,0	0	0,0	348931,4	1
NEG	HF	GEGNER	gegner	N	-1,4	1,1	3,6	0,8	4,4	1,4	6	6	2	93,0	1	0,0	0	0,0	412278,2	1
POS	HF	GEHALT	gehalt	N	1,1	0,9	2,8	1,0	3,9	1,5	6	6	2	37,8	1	125,7	1	125,7	152346,0	2
NEG	HF	GEHEIM	geheim	A	-0,6	0,5	3,2	1,3	2,7	1,2	6	5	2	25,0	1	10,0	0	0,0	257550,4	2
POS	HF	GEHEIMNIS	geheimnis	N	1,1	1,3	3,8	0,6	3,3	1,8	9	8	3	37,2	0	0,0	0	0,0	193991,3	2
POS	HF	GEHEN	gehen	V	0,4	1,0	2,3	1,2	5,3	1,8	5	4	2	1221,7	7	4302,0	2	3120,3	417109,3	1
NEG	NF	GEHEUL	geheul	N	-1,6	0,8	3,7	0,9	3,5	1,5	6	5	2	1,0	0	0,0	0	0,0	141740,0	2
POS	NF	GEHIRN	gehirn	N	1,5	1,2	3,3	1,3	6,2	0,8	6	6	2	9,2	1	0,0	0	0,0	111012,4	2
NEG	HF	GEHÖREN	gehören	V	0,1	1,4	2,2	0,8	2,2	1,5	7	7	3	283,3	0	0,0	0	0,0	419613,8	2
NEG	NF	GEIER	geier	N	-0,5	1,2	3,2	1,1	5,6	1,3	5	4	2	3,3	6	16,8	1	10,8	679840,3	1
POS	NF	GEIGE	geige	N	1,5	1,1	2,6	1,3	6,5	0,9	5	4	2	2,7	4	6,5	1	2,8	339569,8	1
NEG	NF	GEISEL	geisel	N	-2,2	1,1	4,4	0,8	4,4	1,7	6	5	2	7,3	1	1,2	0	0,0	311415,0	1
POS	HF	GEIST	geist	N	1,1	1,4	2,8	1,2	4,0	2,2	5	4	1	114,0	4	41,0	0	0,0	328060,5	1
NEG	NF	GEIZ	geiz	N	-1,6	1,0	3,6	0,9	2,9	1,5	4	3	1	1,0	3	13,8	1	13,2	315714,0	1
NEG	NF	GEJAMMER	gejammer	N	-1,7	0,8	3,2	0,8	4,4	1,3	8	7	3	0,5	0	0,0	0	0,0	294435,9	2
NEG	NF	GEKICHER	gekicher	N	0,0	1,2	3,1	1,0	5,1	1,4	8	7	3	0,7	0	0,0	0	0,0	445481,4	2
NEG	NF	GELAUNT	gelaunt	A	0,1	0,3	2,6	0,8	1,9	0,6	7	6	2	1,2	0	0,0	0	0,0	210908,3	2
POS	HF	GELD	geld	N	1,6	1,0	2,9	1,0	5,9	0,9	4	4	1	200,7	5	228,2	0	0,0	157769,0	1
NEG	NF	GELDGIER	geldgier	N	-1,2	1,3	3,8	0,9	2,8	1,2	8	7	2	1,0	0	0,0	0	0,0	324341,4	1
NEG	NF	GELENK	gelenk	N	0,1	0,6	2,3	1,0	4,2	1,8	6	6	2	2,0	0	0,0	0	0,0	337700,2	2
POS	HF	GELIEBTE	geliebte	N	1,5	1,3	3,8	0,9	4,7	1,4	8	7	3	19,3	0	0,0	0	0,0	177929,0	2
POS	HF	GELINGEN	gelingen	V	1,7	1,0	2,6	1,3	2,3	1,4	8	7	3	194,7	1	43,8	0	0,0	390374,6	2
POS	HF	GELTEN	gelten	V	0,3	1,0	2,1	0,9	1,7	1,1	6	6	2	317,8	2	89,8	0	0,0	361174,0	1
NEG	HF	GEMEIN	gemein	A	-1,9	0,9	3,9	1,0	2,8	1,2	6	5	2	15,5	1	17,0	1	17,0	335277,6	2
POS	HF	GEMEINDE	gemeinde	N	0,4	1,5	2,1	0,8	4,1	1,8	8	7	3	85,2	0	0,0	0	0,0	419153,3	2
NEG	NF	GEMETZEL	gemetzel	N	-2,3	0,9	4,3	1,1	5,1	1,4	8	7	3	0,7	0	0,0	0	0,0	117553,0	2
POS	NF	GEMSE	gemse	N	0,7	1,0	1,9	0,9	4,9	1,8	5	5	2	0,5	0	0,0	0	0,0	169133,0	1
POS	HF	GEMÜSE	gemüse	N	1,3	1,2	1,8	0,9	5,4	1,5	6	6	3	15,0	0	0,0	0	0,0	224122,7	2
NEG	HF	GENERAL	general	N	-1,4	1,3	2,8	1,0	5,1	2,0	7	7	3	125,0	0	0,0	0	0,0	547406,8	3
POS	NF	GENIAL	genial	A	2,4	0,7	3,5	1,1	2,1	0,9	6	6	3	10,0	0	0,0	0	0,0	325186,2	2
POS	HF	GENIE	genie	N	1,9	0,7	3,7	0,9	3,4	1,6	5	4	2	11,8	1	3,8	0	0,0	437280,3	2
POS	HF	GENIEßEN	genießen	V	2,3	0,7	2,1	1,3	4,7	1,6	8	7	3	41,7	2	2,0	0	0,0	402173,1	2
NEG	HF	GENOSSE	genosse	N	-0,8	1,5	2,8	1,1	3,9	2,2	7	6	3	255,3	0	0,0	0	0,0	299302,7	2
NEG	NF	GEREDE	gerede	N	-1,1	0,6	3,1	1,1	3,6	1,1	6	6	3	8,8	1	318,0	1	318,0	604334,6	2
NEG	HF	GERICHT	gericht	N	-0,9	1,1	3,4	1,1	6,0	1,4	7	6	2	106,7	6	557,2	2	393,8	512871,0	2
NEG	HF	GERUCH	geruch	N	0,0	0,9	2,7	1,1	2,8	2,0	6	5	2	16,8	1	9,2	0	0,0	535738,0	2
POS	NF	GESANG	gesang	N	1,9	1,2	2,1	1,1	3,2	1,8	6	5	2	11,0	0	0,0	0	0,0	192925,2	2
POS	HF	GESCHEHEN	geschehen	N	0,3	1,0	2,5	0,8	2,5	1,7	9	6	3	220,3	0	0,0	0	0,0	383205,0	2
POS	HF	GESCHENK	geschenk	N	2,3	0,7	3,5	1,1	5,9	1,2	8	6	2	29,5	0	0,0	0	0,0	396354,7	2
POS	HF	GESCHICHTE	geschichte	N	0,8	1,3	2,7	1,3	3,8	1,6	10	7	3	272,5	0	0,0	0	0,0	331686,7	2
NEG	NF	GESCHREI	geschrei	N	-1,5	0,7	3,9	1,0	5,0	1,7	8	5	2	9,2	0	0,0	0	0,0	351266,4	2
NEG	HF	GESETZ	gesetz	N	-0,9	1,4	2,7	1,4	2,9	1,7	6	5	2	174,8	0	0,0	0	0,0	189211,0	2
POS	HF	GESICHT	gesicht	N	1,0	0,7	2,7	1,0	6,0	1,1	7	6	2	203,0	3	197,2	0	0,0	305024,7	2
