EmoVal	Freq	WORD	WORD_LOWER	WORD_CLASS	EMO_MEAN	EMO_STD	AROUSAL_MEAN	AROUSAL_STD	IMAGE_MEAN	IMAGE_STD	LETTERS	PHONEMES	SYLLABLES	Ftot/1MIL	N	FN	HFN	FHFN	BIGmean(TOKEN)	ACCENT
NEG	HF	AAL	aal	N	-0,5	0,7	2,4	1,2	6,6	0,7	3	2	1	13,3	6	3182,0	3	3175,2	83677,5	1
NEG	NF	AAS	aas	N	-2,1	1,1	2,6	1,4	5,4	0,9	3	2	1	1,0	6	10568,8	5	10568,5	30120,5	1
NEG	NF	ABART	abart	N	-1,6	0,7	3,3	1,0	2,3	1,3	5	5	2	1,2	2	3,0	1	2,3	80270,0	1
NEG	HF	ABBAU	abbau	N	-1,0	1,2	3,0	1,3	2,2	1,2	5	4	2	14,5	1	6,8	0	0,0	94054,8	1
NEG	HF	ABBAUEN	abbauen	V	-0,8	0,9	2,1	1,2	3,7	1,6	7	6	3	15,5	3	51,0	1	38,0	238806,3	1
NEG	NF	ABBILD	abbild	N	-0,2	0,6	2,1	0,8	3,8	2,0	6	6	2	3,5	0	0,0	0	0,0	45958,4	1
NEG	NF	ABBRUCH	abbruch	N	-0,7	1,2	2,9	1,0	2,8	1,1	7	6	2	11,0	1	0,8	0	0,0	171129,5	1
NEG	NF	ABDANKEN	abdanken	V	-0,4	0,8	2,7	1,1	2,7	1,4	8	8	3	1,2	0	0,0	0	0,0	226844,0	1
NEG	NF	ABDRUCK	abdruck	N	-0,1	0,3	2,2	1,0	4,8	1,3	7	6	2	2,7	1	0,0	0	0,0	45577,3	1
POS	HF	ABEND	abend	N	1,7	0,9	1,8	0,9	4,5	1,7	5	5	2	131,7	0	0,0	0	0,0	460338,5	1
POS	NF	ABENDROT	abendrot	N	2,4	0,7	2,0	1,0	6,8	0,4	8	8	3	0,7	0	0,0	0	0,0	275273,0	1
POS	HF	ABENDS	abends	A	1,0	1,2	2,1	1,4	4,9	1,3	6	5	2	56,3	0	0,0	0	0,0	369196,4	1
POS	NF	ABFAHRT	abfahrt	N	0,3	0,5	3,1	1,2	4,9	1,4	7	6	2	9,5	0	0,0	0	0,0	66920,8	1
NEG	NF	ABFALL	abfall	N	-1,7	1,0	2,4	0,9	5,2	1,6	6	5	2	9,3	1	4,8	0	0,0	89284,4	1
POS	NF	ABFLUG	abflug	N	0,7	0,8	3,1	1,5	5,2	1,0	6	6	2	4,3	2	4,8	0	0,0	36366,6	1
NEG	NF	ABFUHR	abfuhr	N	-1,4	1,1	3,6	1,1	2,4	1,6	6	5	2	3,3	1	0,3	0	0,0	49654,4	1
NEG	NF	ABGANG	abgang	N	-1,0	1,1	2,3	1,1	2,0	1,3	6	5	2	6,7	1	1,5	0	0,0	115882,8	1
NEG	NF	ABGAS	abgas	N	-2,1	0,9	2,9	1,1	3,9	1,5	5	5	2	2,7	0	0,0	0	0,0	50885,3	1
NEG	HF	ABGEBEN	abgeben	V	0,0	1,3	2,2	0,9	3,3	1,6	7	7	3	71,7	4	51,0	0	0,0	315499,5	1
NEG	NF	ABGRUND	abgrund	N	-1,4	0,5	3,9	0,9	6,2	0,7	7	7	2	10,7	0	0,0	0	0,0	155399,8	1
NEG	NF	ABHANG	abhang	N	-0,5	0,5	3,4	1,2	6,0	0,7	6	5	2	1,5	2	11,8	2	11,8	138782,4	1
NEG	NF	ABHAUEN	abhauen	V	-0,9	1,0	3,2	1,0	4,4	1,5	7	6	3	2,0	5	97,0	1	93,0	258127,5	1
POS	NF	ABHILFE	abhilfe	N	0,8	0,6	2,2	1,1	1,8	0,7	7	7	3	2,7	0	0,0	0	0,0	49708,8	1
POS	HF	ABITUR	abitur	N	0,8	0,9	4,0	1,1	3,8	1,8	6	6	3	13,3	0	0,0	0	0,0	96230,0	3
NEG	NF	ABKEHR	abkehr	N	-0,6	0,7	2,8	0,9	2,4	1,2	6	5	2	4,7	1	26,7	1	26,7	79763,4	1
NEG	HF	ABLAUF	ablauf	N	0,0	0,0	2,1	0,8	2,1	0,9	6	5	2	36,2	2	6,2	0	0,0	108428,0	1
NEG	NF	ABLEGER	ableger	N	0,1	0,6	2,2	0,9	3,7	1,9	7	7	3	1,0	3	28,0	2	28,0	364403,7	1
NEG	HF	ABLEHNEN	ablehnen	V	-0,9	1,2	3,0	1,3	3,1	1,6	8	7	3	91,8	2	3,7	0	0,0	237849,3	1
NEG	NF	ABMAGERN	abmagern	V	-1,2	0,4	2,3	1,5	5,0	1,3	8	8	3	2,0	1	13,0	1	13,0	302836,7	1
NEG	NF	ABORT	abort	N	-0,9	1,2	2,4	1,1	3,9	2,4	5	5	2	0,7	1	1,2	1	1,2	76790,8	2
NEG	NF	ABREISE	abreise	N	-0,3	0,8	3,3	1,0	4,4	1,3	7	6	3	9,5	1	0,8	0	0,0	246988,5	1
NEG	NF	ABSAGE	absage	N	-2,0	0,7	3,4	1,1	2,8	1,6	6	6	3	9,3	2	2,0	0	0,0	112878,0	1
NEG	HF	ABSATZ	absatz	N	-0,1	0,9	2,2	1,0	4,0	2,0	6	5	2	36,8	1	32,0	0	0,0	61617,8	1
NEG	NF	ABSCHEU	abscheu	N	-2,1	0,9	4,1	1,0	3,8	1,6	7	4	2	3,5	0	0,0	0	0,0	235733,8	1
NEG	HF	ABSCHIED	abschied	N	-2,1	0,7	3,2	0,9	3,9	1,8	8	5	2	30,2	0	0,0	0	0,0	217523,4	1
NEG	HF	ABSEITS	abseits	A	-1,1	0,6	2,8	1,4	3,9	1,2	7	5	2	14,7	1	1,0	0	0,0	225530,7	1
NEG	NF	ABSENDER	absender	N	0,0	0,5	2,1	0,9	3,1	1,3	8	8	3	4,3	2	2,2	0	0,0	605176,9	1
POS	HF	ABSICHT	absicht	N	0,6	1,0	2,6	1,1	2,1	0,8	7	6	2	71,2	1	142,3	1	142,3	245924,3	1
NEG	HF	ABSTAND	abstand	N	-0,4	1,2	1,9	0,8	3,8	1,9	7	7	2	46,7	1	3,7	0	0,0	163793,8	1
NEG	NF	ABSTIEG	abstieg	N	-1,4	0,8	2,9	0,9	4,2	1,7	7	6	2	5,5	1	12,2	1	12,2	139344,8	1
NEG	NF	ABSTURZ	absturz	N	-2,0	0,8	4,1	0,7	5,2	0,4	7	7	2	7,7	0	0,0	0	0,0	81411,2	1
NEG	HF	ABSURD	absurd	A	-1,0	0,9	3,4	0,9	2,3	1,0	6	6	2	13,0	0	0,0	0	0,0	63034,4	2
NEG	HF	ABT	abt	N	0,2	0,6	1,5	0,7	5,9	1,4	3	3	1	13,2	6	1190,5	4	1180,8	60877,0	1
NEG	NF	ABTEI	abtei	N	0,0	0,8	1,8	0,8	5,4	1,5	5	4	2	4,0	1	0,0	0	0,0	254738,0	1
NEG	NF	ABTEIL	abteil	N	-0,2	0,9	2,1	0,9	4,1	1,6	6	5	2	3,5	1	95,7	1	95,7	214264,4	2
NEG	NF	ABWASSER	abwasser	N	-1,2	0,4	2,5	1,2	5,3	0,7	8	7	3	3,7	0	0,0	0	0,0	301670,0	1
NEG	NF	ABWEG	abweg	N	-1,0	0,7	2,5	0,9	2,4	1,2	5	5	2	1,0	0	0,0	0	0,0	96556,5	1
NEG	HF	ABWEHR	abwehr	N	-0,7	1,1	3,2	0,7	3,9	1,7	6	5	2	26,7	1	4,7	0	0,0	104913,8	1
NEG	NF	ABWURF	abwurf	N	-0,3	0,7	2,9	1,1	4,2	1,6	6	6	2	2,8	1	1,2	0	0,0	44661,6	1
NEG	HF	ABZUG	abzug	N	-0,5	0,8	2,9	1,3	3,1	1,1	5	5	2	33,8	1	18,3	0	0,0	60793,8	1
NEG	NF	ACHSE	achse	N	0,0	1,0	2,2	1,1	3,9	2,1	5	4	2	9,7	3	24,5	1	17,2	290803,5	1
NEG	NF	ACHSEL	achsel	N	-0,5	0,7	2,4	1,0	4,8	1,5	6	5	2	5,0	1	2,3	0	0,0	261261,4	1
POS	HF	ACHTEN	achten	V	1,2	0,9	2,4	1,1	2,2	1,2	6	5	2	28,7	4	42,0	0	0,0	449723,6	1
POS	HF	ACHTUNG	achtung	N	0,6	1,4	3,6	1,0	1,9	0,8	7	5	2	20,3	0	0,0	0	0,0	260997,8	1
NEG	HF	ADEL	adel	N	-0,3	0,9	2,6	0,7	4,1	1,5	4	4	2	14,0	2	22,8	1	17,8	365827,3	1
POS	NF	ADELN	adeln	V	0,4	0,5	2,4	1,1	3,0	1,3	5	5	2	1,0	0	0,0	0	0,0	277971,0	1
NEG	NF	ADJUTANT	adjutant	N	-0,3	0,5	3,2	1,1	5,0	1,7	8	8	3	2,8	0	0,0	0	0,0	71233,7	3
POS	NF	ADLER	adler	N	1,3	1,0	2,4	1,0	5,8	1,3	5	5	2	7,0	0	0,0	0	0,0	421151,3	1
NEG	NF	ADOPTION	adoption	N	0,0	1,1	2,9	1,1	3,1	1,5	8	8	4	1,0	0	0,0	0	0,0	49698,6	4
NEG	NF	ADRESSAT	adressat	N	0,1	0,3	2,0	0,9	2,7	0,9	8	7	3	2,0	0	0,0	0	0,0	91584,1	3
POS	NF	ADRIA	adria	N	1,4	1,0	2,7	1,3	5,2	1,8	5	5	3	4,7	1	0,0	0	0,0	34764,0	1
POS	NF	ADVENT	advent	N	1,1	1,1	1,7	0,8	4,9	1,6	6	6	2	0,7	0	0,0	0	0,0	251362,0	2
POS	NF	AFFE	affe	N	1,0	1,5	3,0	1,4	6,2	1,0	4	3	2	6,7	0	0,0	0	0,0	43480,7	1
NEG	NF	AFFEKT	affekt	N	0,0	0,8	3,6	1,0	1,9	0,9	6	5	2	5,3	1	14,0	1	14,0	35754,0	2
POS	HF	AGENT	agent	N	0,5	1,2	2,9	1,0	4,4	1,4	5	5	2	18,3	1	1,0	0	0,0	381836,8	2
NEG	HF	AGGRESSION	aggression	N	-1,8	1,3	4,3	0,8	5,0	1,5	10	8	4	30,7	0	0,0	0	0,0	103446,3	4
POS	NF	AGIL	agil	A	1,0	0,8	2,3	1,1	3,7	1,3	4	4	2	1,0	1	2,0	1	2,0	46129,0	2
POS	HF	AHNEN	ahnen	V	0,3	0,9	2,6	1,0	2,8	1,9	5	4	2	31,8	1	1,2	0	0,0	326128,0	1
POS	HF	AHNUNG	ahnung	N	0,7	1,1	3,0	1,2	1,4	0,7	6	4	2	21,8	0	0,0	0	0,0	142064,6	1
POS	NF	AHORN	ahorn	N	1,3	1,0	1,7	0,9	5,3	1,6	5	5	2	0,5	0	0,0	0	0,0	59316,3	1
POS	HF	AKADEMIE	akademie	N	0,6	1,2	3,1	1,1	4,0	1,7	8	7	4	35,7	0	0,0	0	0,0	204509,7	4
NEG	NF	AKRIBIE	akribie	N	-0,7	0,7	2,4	0,8	2,3	1,6	7	6	3	0,8	0	0,0	0	0,0	78962,8	3
POS	HF	AKTIE	aktie	N	0,6	1,1	2,2	1,1	4,1	1,5	5	5	3	83,7	1	93,0	1	93,0	112207,3	1
POS	HF	AKTION	aktion	N	1,0	0,8	2,9	1,0	2,6	1,5	6	6	3	82,8	0	0,0	0	0,0	66624,0	3
POS	HF	AKTIV	aktiv	A	1,6	0,5	3,3	1,1	3,4	1,5	5	5	2	93,0	1	502,0	1	502,0	41896,5	2
POS	HF	AKTIVITÄT	aktivität	N	1,7	1,0	3,3	1,3	4,1	1,7	9	9	4	37,7	0	0,0	0	0,0	67697,2	4
NEG	HF	AKZENT	akzent	N	0,0	0,7	3,2	1,1	3,9	1,8	6	6	2	11,3	1	1,7	0	0,0	245421,6	2
NEG	NF	ALARM	alarm	N	-1,4	0,6	4,4	0,6	3,5	1,4	5	5	2	5,5	0	0,0	0	0,0	90714,3	2
NEG	NF	ALBERN	albern	A	-0,2	1,1	3,1	1,0	4,0	1,6	6	6	2	5,3	1	6,0	1	6,0	415795,6	1
POS	NF	ALBUM	album	N	0,8	1,0	2,5	1,2	4,4	1,7	5	5	2	1,2	0	0,0	0	0,0	58804,0	1
NEG	HF	ALKOHOL	alkohol	N	-0,1	0,7	3,5	1,0	5,3	1,5	7	7	3	12,5	0	0,0	0	0,0	55791,3	2
POS	HF	ALLEE	allee	N	1,2	0,6	1,3	0,5	6,3	0,5	5	3	2	20,3	2	0,0	0	0,0	114817,3	2
NEG	HF	ALLEIN	allein	A	-1,8	1,0	2,5	1,3	3,3	1,5	6	4	2	303,0	0	0,0	0	0,0	330275,2	2
NEG	HF	ALLTAG	alltag	N	-0,1	0,9	2,3	0,9	3,2	1,5	6	5	2	19,3	0	0,0	0	0,0	94183,8	1
NEG	NF	ALMOSEN	almosen	N	-0,8	0,9	2,7	1,0	4,1	1,3	7	7	3	0,8	0	0,0	0	0,0	259164,8	1
NEG	NF	ALPDRUCK	alpdruck	N	-1,9	1,2	3,2	1,2	2,9	2,0	8	7	2	1,3	0	0,0	0	0,0	44773,0	1
NEG	NF	ALPTRAUM	alptraum	N	-2,8	0,6	4,5	0,6	4,7	1,9	8	7	2	2,7	0	0,0	0	0,0	87550,4	1
POS	NF	ALTAR	altar	N	0,3	1,7	2,4	1,3	5,1	1,4	5	5	2	8,0	2	52,5	1	52,3	93646,3	2
POS	NF	ALTBAU	altbau	N	0,7	1,3	2,5	1,1	5,9	0,8	6	5	2	2,2	0	0,0	0	0,0	93236,8	1
NEG	HF	ALTER	alter	N	-0,6	1,2	2,0	1,1	3,1	2,0	5	5	2	52,3	4	93,7	1	84,2	490782,5	1
NEG	NF	ALTKLUG	altklug	A	-1,1	0,6	2,2	1,4	2,9	1,8	7	7	2	0,5	0	0,0	0	0,0	47120,3	1
NEG	NF	AMATEUR	amateur	N	-0,3	1,1	2,5	0,7	2,6	0,7	7	6	3	10,2	0	0,0	0	0,0	99813,8	3
NEG	NF	AMBO?ü	amboß	N	-0,3	1,4	2,3	1,1	4,6	2,2	5		2	0,5	0	0,0	0	0,0	31404,2	
POS	HF	AMERIKA	amerika	N	0,4	1,4	3,1	1,0	5,0	1,0	7	7	4	133,0	0	0,0	0	0,0	301998,5	2
NEG	NF	AMI	ami	N	-0,4	1,2	2,7	1,1	4,1	2,2	3	3	2	3,0	1	116,8	1	116,8	76345,5	1
NEG	NF	AMPEL	ampel	N	-0,7	0,8	2,7	1,1	5,9	1,5	5	5	2	2,3	1	1,2	0	0,0	55991,5	1
NEG	NF	AMPULLE	ampulle	N	-0,7	1,2	3,1	1,3	3,8	1,6	7	6	3	0,7	0	0,0	0	0,0	63073,7	2
POS	NF	AMSEL	amsel	N	1,2	1,0	1,8	0,9	5,6	1,6	5	5	2	1,2	2	2,3	1	2,3	129418,8	1
NEG	HF	AMT	amt	N	-0,7	0,7	2,5	1,4	4,2	1,1	3	3	1	116,8	7	1089,8	2	1014,5	27381,0	1
POS	NF	AMULETT	amulett	N	0,9	0,7	2,4	1,0	5,7	1,4	7	6	3	1,5	0	0,0	0	0,0	60868,0	3
NEG	NF	ANBAHNEN	anbahnen	V	0,2	0,6	2,9	1,1	2,4	1,5	8	7	3	5,0	1	2,0	0	0,0	225775,6	1
POS	NF	ANBAU	anbau	N	0,9	0,9	1,6	0,8	3,2	1,5	5	4	2	6,8	1	14,5	1	14,5	125398,5	1
POS	HF	ANBIETEN	anbieten	V	0,7	0,9	1,7	0,8	3,6	1,7	8	7	3	69,2	1	0,8	0	0,0	280305,6	1
POS	HF	ÄNDERUNG	änderung	N	0,4	1,3	2,8	1,0	2,8	1,6	8	7	3	59,3	0	0,0	0	0,0	564081,2	1
POS	NF	ANEKDOTE	anekdote	N	0,8	1,0	2,6	1,2	2,3	1,0	8	8	4	7,2	0	0,0	0	0,0	106382,9	3
NEG	NF	ANEKELN	anekeln	V	-2,1	0,6	3,6	1,1	4,3	1,6	7	7	3	1,2	0	0,0	0	0,0	110410,2	1
POS	HF	ANERKENNEN	anerkennen	V	1,6	1,0	3,0	1,3	2,3	1,7	10	9	4	60,7	0	49,0	0	0,0	485222,0	1
NEG	NF	ANFALL	anfall	N	-1,7	1,2	3,9	1,0	3,5	1,3	6	5	2	4,8	2	61,2	2	61,2	116833,2	1
NEG	NF	ANFALLEN	anfallen	V	-0,9	0,7	3,8	1,0	3,9	1,6	8	7	3	3,2	1	29,0	1	29,0	255215,7	1
POS	HF	ANFANG	anfang	N	0,8	0,8	3,0	1,2	2,4	1,1	6	5	2	170,0	1	5,2	0	0,0	145686,4	1
POS	NF	ANFLUG	anflug	N	0,5	1,0	2,5	1,2	3,2	1,7	6	6	2	3,8	1	4,3	1	4,3	63915,4	1
NEG	HF	ANGEBEN	angeben	V	-1,4	1,0	2,8	1,2	2,7	1,3	7	7	3	33,5	4	112,8	1	71,7	366311,5	1
POS	HF	ANGEBOT	angebot	N	1,0	0,9	2,9	1,0	3,6	1,7	7	7	3	198,3	0	0,0	0	0,0	137624,8	1
POS	HF	ANGEHEN	angehen	V	0,7	1,0	2,4	1,1	1,7	0,9	7	6	3	31,8	3	134,2	2	126,8	349313,3	1
NEG	HF	ANGEKLAGTE	angeklagte	N	-1,6	0,9	3,4	1,0	4,7	1,6	10	10	4	46,8	0	0,0	0	0,0	134842,4	1
NEG	NF	ANGEL	angel	N	-0,2	1,1	2,2	1,1	5,1	1,7	5	4	2	5,3	2	32,0	1	31,5	220552,5	1
POS	NF	ANGEREGT	angeregt	A	1,3	0,7	3,5	0,8	3,2	1,2	8	8	3	10,2	0	0,0	0	0,0	362186,7	1
NEG	NF	ANGLER	angler	N	-0,2	1,0	2,0	0,8	5,8	1,2	6	5	2	1,0	0	0,0	0	0,0	422923,4	1
NEG	HF	ANGRIFF	angriff	N	-2,0	1,1	4,0	0,8	4,8	1,5	7	6	2	73,7	0	0,0	0	0,0	100084,0	1
NEG	HF	ANGST	angst	N	-2,6	0,7	4,4	0,6	3,9	1,4	5	4	1	101,3	0	0,0	0	0,0	165089,5	1
POS	NF	ANHEIZEN	anheizen	V	0,5	0,7	2,8	1,1	4,6	1,2	8	7	3	2,3	1	5,0	1	5,0	315689,1	1
POS	NF	ANKER	anker	N	1,0	1,0	1,9	1,0	5,3	1,6	5	5	2	3,2	3	3,8	1	3,3	455514,8	1
NEG	HF	ANKLAGE	anklage	N	-1,5	1,0	3,9	0,7	3,7	1,4	7	7	3	24,0	0	0,0	0	0,0	127141,8	1
NEG	NF	ANKLAGEN	anklagen	V	-1,3	0,7	3,8	1,0	4,3	1,5	8	8	3	10,5	0	0,0	0	0,0	256723,9	1
POS	NF	ANKLANG	anklang	N	1,4	0,8	1,7	0,8	2,1	1,1	7	6	2	2,5	0	0,0	0	0,0	134747,5	1
POS	HF	ANLEGEN	anlegen	V	0,2	1,1	2,0	0,8	2,7	1,7	7	7	3	38,8	5	44,3	0	0,0	305913,8	1
NEG	HF	ANLEIHE	anleihe	N	-0,9	1,1	2,2	1,0	2,1	1,4	7	5	3	36,5	0	0,0	0	0,0	215899,2	1
POS	NF	ANLOCKEN	anlocken	V	0,4	1,0	2,4	1,0	4,1	1,1	8	7	3	2,2	2	2,0	0	0,0	205059,4	1
POS	NF	ANMUT	anmut	N	1,8	0,7	2,3	0,9	3,1	1,8	5	5	2	3,5	2	17,8	2	17,8	78299,5	1
POS	NF	ANMUTIG	anmutig	A	1,9	0,7	2,3	1,1	4,0	1,6	7	7	3	3,8	0	0,0	0	0,0	89339,2	1
POS	HF	ANNAHME	annahme	N	0,2	0,7	2,3	0,8	2,1	1,5	7	6	3	33,5	1	7,7	0	0,0	103352,5	1
POS	HF	ANNEHMEN	annehmen	V	0,7	0,9	2,4	1,2	2,6	1,7	8	7	3	134,5	1	28,7	0	0,0	258165,3	1
NEG	NF	ANOMAL	anomal	A	-1,5	0,5	2,3	1,3	2,6	1,2	6	6	3	2,7	0	0,0	0	0,0	107897,6	3
NEG	NF	ANOMALIE	anomalie	N	-1,5	0,8	3,7	0,8	3,6	1,5	8	7	4	0,5	0	0,0	0	0,0	142940,3	4
NEG	NF	ANONYM	anonym	A	-0,4	0,5	2,7	1,2	2,0	1,4	6	6	3	10,0	0	0,0	0	0,0	82837,2	3
NEG	NF	ANORMAL	anormal	A	-1,4	0,5	2,4	1,3	2,3	1,2	7	7	3	0,7	0	0,0	0	0,0	105290,3	1
NEG	NF	ANPUMPEN	anpumpen	V	-1,1	0,3	2,4	1,4	4,2	1,4	8	8	3	0,8	0	0,0	0	0,0	194469,9	1
POS	HF	ANREGUNG	anregung	N	1,3	0,5	3,1	1,1	2,7	1,4	8	7	3	34,5	0	0,0	0	0,0	164198,6	1
POS	NF	ANREIZ	anreiz	N	1,3	0,7	3,7	1,1	2,3	1,4	6	5	2	9,3	0	0,0	0	0,0	221891,6	1
POS	HF	ANRUF	anruf	N	1,4	0,7	2,8	0,9	3,7	1,4	5	5	2	15,0	1	1,5	0	0,0	96445,0	1
POS	HF	ANRUFEN	anrufen	V	1,2	1,1	2,8	1,2	5,1	1,4	7	7	3	30,3	1	2,5	0	0,0	248435,2	1
POS	NF	ANSPORN	ansporn	N	1,5	1,1	3,3	0,9	2,3	0,9	7	7	2	3,3	0	0,0	0	0,0	90336,0	1
POS	HF	ANSPRECHEN	ansprechen	V	0,9	1,1	2,7	1,3	3,7	1,7	10	9	3	37,8	0	52,0	1	52,0	300611,9	1
NEG	NF	ANSTEHEN	anstehen	V	-0,9	1,2	2,5	1,2	4,6	1,2	8	7	3	3,0	1	4,0	1	4,0	309730,4	1
POS	HF	ANTEIL	anteil	N	0,3	0,7	2,3	0,8	2,7	1,1	6	5	2	95,7	1	3,5	0	0,0	259481,0	1
POS	HF	ANTRAG	antrag	N	0,3	0,8	3,1	1,1	3,7	1,2	6	6	2	83,2	1	0,0	0	0,0	118098,4	1
POS	HF	ANTWORT	antwort	N	0,9	0,9	2,7	1,2	2,7	1,5	7	7	2	160,5	0	0,0	0	0,0	97030,7	1
POS	HF	ANTWORTEN	antworten	V	1,0	0,9	2,2	0,8	3,5	1,9	9	9	3	93,7	0	0,0	0	0,0	235705,4	1
NEG	HF	ANWALT	anwalt	N	-0,2	1,1	2,9	1,1	4,3	1,6	6	6	2	25,8	1	1,7	0	0,0	100729,6	1
NEG	NF	ANWIDERN	anwidern	V	-2,0	0,7	3,5	1,0	4,0	1,6	8	8	3	1,0	0	0,0	0	0,0	408119,3	1
NEG	HF	ANZAHL	anzahl	N	0,2	0,5	1,7	0,8	2,6	1,9	6	5	2	39,2	1	2,2	0	0,0	76366,8	1
NEG	NF	APATHIE	apathie	N	-1,6	1,1	3,3	1,2	3,3	1,8	7	5	3	1,0	0	0,0	0	0,0	75781,5	3
POS	HF	APFEL	apfel	N	1,2	1,0	1,8	0,9	6,2	1,4	5	4	2	12,3	0	0,0	0	0,0	59853,0	1
POS	NF	APPETIT	appetit	N	1,1	1,0	2,7	1,0	3,6	1,6	7	6	3	6,3	0	0,0	0	0,0	74331,7	3
POS	NF	APPLAUS	applaus	N	1,8	0,9	3,6	1,0	5,7	1,2	7	5	2	4,5	0	0,0	0	0,0	71207,3	2
POS	NF	AQUARIUM	aquarium	N	0,6	1,3	1,4	0,7	5,7	1,5	8	8	4	1,7	0	0,0	0	0,0	36278,7	2
NEG	HF	ARBEIT	arbeit	N	0,1	1,4	2,8	0,8	3,4	1,6	6	5	2	532,0	0	0,0	0	0,0	267820,8	1
NEG	HF	ARBEITEN	arbeiten	V	-0,1	1,3	2,7	0,9	5,2	1,5	8	7	3	241,2	1	291,0	1	291,0	377509,0	1
NEG	HF	ARBEITER	arbeiter	N	-0,2	1,1	2,2	1,1	5,1	1,5	8	7	3	291,0	1	241,2	0	0,0	442272,3	1
POS	NF	ARCHIV	archiv	N	0,5	0,9	1,9	0,8	3,5	1,9	6	5	2	7,3	0	0,0	0	0,0	189136,8	2
NEG	HF	ARG	arg	A	-1,2	0,6	2,5	1,1	2,4	1,7	3	3	1	15,3	0	0,0	0	0,0	63442,5	1
NEG	HF	ÄRGER	ärger	N	-1,9	0,6	3,9	0,9	3,9	1,1	5	5	2	22,5	0	0,0	0	0,0	609274,7	1
NEG	NF	ÄRGERNIS	ärgernis	N	-1,9	0,6	3,8	1,1	2,4	1,4	8	8	3	3,3	0	0,0	0	0,0	356988,2	1
NEG	NF	ARGWOHN	argwohn	N	-1,3	0,7	3,4	0,7	2,7	1,6	7	6	2	1,5	0	0,0	0	0,0	36269,0	1
NEG	HF	ARMEE	armee	N	-2,1	1,0	4,0	1,0	5,1	1,4	5	4	2	67,5	0	0,0	0	0,0	63086,0	2
NEG	HF	ARMUT	armut	N	-2,0	1,1	3,3	0,8	3,8	1,8	5	5	2	13,7	1	3,5	0	0,0	46419,8	1
POS	NF	AROMA	aroma	N	1,4	0,8	2,2	1,2	3,1	1,2	5	5	3	2,3	0	0,0	0	0,0	65112,8	2
NEG	NF	ARREST	arrest	N	-2,0	0,8	3,8	0,9	3,2	1,4	6	5	2	1,3	0	0,0	0	0,0	150241,6	2
NEG	NF	ARROGANZ	arroganz	N	-1,9	0,7	3,6	0,9	3,9	1,4	8	7	3	1,8	1	2,2	1	2,2	68411,7	3
NEG	NF	ARSCH	arsch	N	-1,1	1,8	4,0	0,7	6,4	0,9	5	3	1	1,2	0	0,0	0	0,0	293199,8	1
NEG	NF	ARSEN	arsen	N	-2,0	0,8	3,4	1,3	2,9	2,1	5	5	2	0,5	1	1,0	1	1,0	383185,0	2
NEG	NF	ARSENAL	arsenal	N	-0,9	0,9	2,3	1,0	4,3	1,3	7	7	3	3,7	0	0,0	0	0,0	294523,2	3
NEG	HF	ARZT	arzt	N	0,1	1,6	2,8	1,3	6,6	0,7	4	4	1	180,8	0	0,0	0	0,0	45292,3	1
NEG	NF	ASCHE	asche	N	-1,0	1,2	2,9	1,3	5,1	1,5	5	3	2	5,0	3	4,0	0	0,0	317814,3	1
NEG	NF	ASCHFAHL	aschfahl	A	-1,9	0,6	1,9	1,3	4,9	1,4	8	5	2	0,7	0	0,0	0	0,0	171179,0	1
NEG	NF	ASCHGRAU	aschgrau	A	-1,4	0,7	1,6	1,1	4,8	1,8	8	5	2	0,7	0	0,0	0	0,0	203576,0	1
NEG	NF	ASKESE	askese	N	-0,4	0,8	2,6	1,1	3,0	1,6	6	6	3	3,3	1	0,0	0	0,0	124700,4	2
NEG	NF	ASKET	asket	N	-0,7	0,8	2,0	0,9	4,4	1,5	5	5	2	2,2	0	0,0	0	0,0	51511,5	2
NEG	NF	ASOZIAL	asozial	A	-2,4	0,7	2,5	1,3	3,3	1,9	7	7	4	0,5	0	0,0	0	0,0	58877,7	1
NEG	NF	ASYL	asyl	N	-0,3	1,7	3,4	1,0	3,0	1,2	4	4	2	3,3	0	0,0	0	0,0	18140,7	2
NEG	NF	ATEMNOT	atemnot	N	-2,2	0,8	4,4	0,9	5,2	1,2	7	7	3	1,8	0	0,0	0	0,0	72176,2	1
POS	NF	ATLAS	atlas	N	1,0	1,1	2,3	1,2	5,3	1,4	5	5	2	4,5	0	0,0	0	0,0	59839,5	1
POS	NF	ATMUNG	atmung	N	1,9	0,7	2,5	1,1	4,4	1,8	6	5	2	3,0	1	0,0	0	0,0	133923,2	1
NEG	HF	ATOMBOMBE	atombombe	N	-2,8	0,5	4,4	1,1	6,2	1,2	9	9	4	48,2	0	0,0	0	0,0	69472,9	2
NEG	NF	ATTENTAT	attentat	N	-2,4	0,7	4,7	0,6	4,7	2,0	8	7	3	6,8	0	0,0	0	0,0	238284,6	1
POS	NF	AUFATMEN	aufatmen	V	1,5	0,9	2,3	0,9	4,0	1,3	8	7	3	4,3	1	4,0	0	0,0	226974,0	1
POS	HF	AUFBAU	aufbau	N	0,6	1,0	2,3	0,7	2,7	1,7	6	4	2	111,8	1	48,0	0	0,0	113505,4	1
POS	HF	AUFBAUEN	aufbauen	V	1,0	0,7	2,4	1,1	3,8	1,7	8	6	3	50,8	3	30,5	0	0,0	232020,9	1
