FED;FEDfull;Ambiguity.D;Length.L;Length.W;Emovalsq;Emoval;Arousal;Familiarity;Sem.transp;Figurative;Concrete;Ambig;Confidence
snWrtbrch;sein Wort brechen;0;15;3;5,732394366;-1,816901408;4,492957746;4,985915493;4,295774648;4,647887324;3,394366197;0,154929577;5,295774648
snZngimZh;seine Zunge im Zaum halten;0;22;5;2,771428571;0,285714286;3,528571429;4,314285714;3,557142857;5,057142857;3,5;0,214285714;5,171428571
Ssshlzrsp;Süßholz raspeln;1;14;2;2,5;0,676470588;3,338235294;3,794117647;3,161764706;4,985294118;3,014705882;0,323529412;4,794117647
StrhimKph;Stroh im Kopf haben;0;16;4;4,676056338;-1,661971831;4;5,549295775;4,14084507;4,971830986;3,521126761;0,197183099;5,521126761
strkwenBs;stark wie ein Bär sein;0;18;5;5,197183099;1,647887324;4,436619718;4,647887324;4,591549296;3,915492958;4,183098592;0,225352113;5,394366197
strwenBcs;stur wie ein Bock sein;0;18;5;3,972222222;-1,25;4,458333333;5,25;5,138888889;4,347222222;3,638888889;0,430555556;5,513888889
tbnOhrnpr;tauben Ohren predigen;1;19;3;3;-0,714285714;3,5;3,757142857;4,028571429;4,371428571;4,028571429;0,3;5,385714286
Trbslblsn;Trübsal blasen;0;13;2;3,549295775;-1,042253521;4,112676056;4,098591549;3,971830986;4,647887324;3,774647887;0,225352113;4,929577465
tsndTdstr;tausend Tode sterben;0;18;3;6,098591549;-1,732394366;5,38028169;3,957746479;3,985915493;4,577464789;3,23943662;0,14084507;4,478873239
ttlblnksn;total blank sein;0;14;3;3,61971831;-1,056338028;3,718309859;4,507042254;4,028169014;4,746478873;3,14084507;0,295774648;5,028169014
ubrallBrs;über alle Berge sein;0;17;4;2,788732394;0,253521127;3,591549296;5,126760563;3,901408451;4,338028169;3,732394366;0,521126761;5,295774648
ubrdmBrgs;über dem Berg sein;1;15;4;3,819444444;1,013888889;3,638888889;4,958333333;4,041666667;4,361111111;3,708333333;0,652777778;5,375
ubrdnJrdg;über den Jordan gehen;0;18;4;4,289855072;-0,724637681;3,52173913;3,115942029;3,15942029;5,072463768;3,666666667;0,391304348;4,666666667
ubrdRndnk;über die Runden kommen;0;19;4;3,176470588;0,617647059;3,955882353;4,5;3,558823529;4,882352941;3,308823529;0,352941176;4,691176471
ubrGtudWr;über Gott und die Welt reden;1;23;6;2,478873239;0,394366197;2,929577465;3,507042254;3,394366197;4,112676056;4,197183099;0,591549296;4,676056338
ubrsOhrgw;übers Ohr gehauen werden;1;21;4;5,285714286;-1,171428571;4,428571429;4,971428571;3,985714286;5,042857143;3,542857143;0,571428571;5,071428571
Ubrstndns;Überstunden schieben;0;19;2;2,457142857;0,057142857;3,171428571;4,971428571;4,528571429;3,557142857;3,871428571;0,442857143;4,542857143
ubrTdunTr;über Tod und Teufel reden;1;21;5;3,117647059;-0,264705882;3,970588235;3,897058824;3,911764706;4,617647059;3,529411765;0,514705882;4,970588235
unstrblvs;unsterblich verliebt sein;0;23;3;5,718309859;1,85915493;5,056338028;5,38028169;4,676056338;4,352112676;3,605633803;0,14084507;5,183098592
untrjmnPs;unter jemandes Pantoffel stehen;0;28;4;3,171428571;-1,142857143;3,9;3,3;3,371428571;5,5;3,457142857;0,2;5,157142857
vllgasdHs;völlig aus dem Häuschen sein;1;24;5;5,042857143;0,842857143;5,157142857;5,585714286;3,971428571;4,571428571;3,285714286;0,214285714;4,885714286
vllsnwenL;voll sein wie ein Loch;0;18;5;2,985294118;-0,514705882;3,661764706;3,617647059;3,529411765;5,044117647;3,882352941;0,161764706;4,455882353
vlumdOhrh;viel um die Ohren haben;1;19;5;1,95890411;-0,287671233;3,287671233;5,506849315;3,904109589;4,945205479;3,863013699;0,438356164;5,643835616
vmRgnidTk;vom Regen in die Traufe kommen;1;25;6;3,910447761;-0,417910448;4,23880597;3,28358209;3,388059701;4,880597015;3,28358209;0,268656716;5,164179104
vmTdgzchs;vom Tode gezeichnet sein;0;21;4;5,191176471;-1,220588235;4,794117647;3,823529412;3,970588235;5,308823529;4,117647059;0,161764706;4,808823529
vndrHidMl;von der Hand in den Mund leben;0;24;7;3,314285714;-0,971428571;3,714285714;3,514285714;3,385714286;5,314285714;3,971428571;0,157142857;4,985714286
vndrSttzl;von der Stütze leben;0;17;4;2,176470588;-0,382352941;3,455882353;3,161764706;3,75;4,705882353;3,794117647;0,205882353;4,455882353
vnLftunLl;von Luft und Liebe leben;0;20;5;3,944444444;0,416666667;4,236111111;5,111111111;4,083333333;4,916666667;3,402777778;0,222222222;5,069444444
vorWtkchn;vor Wut kochen;0;12;3;5,802816901;-2,084507042;5,323943662;5,408450704;4,563380282;5,267605634;3,605633803;0,112676056;5,577464789
vrdHndghn;vor die Hunde gehen;0;16;4;5,904109589;-1,575342466;4,424657534;4,109589041;3,712328767;4,808219178;3,520547945;0,657534247;4,835616438
vrFlhtstn;vor Faulheit stinken;0;18;3;6,493150685;-2,136986301;4,287671233;5,123287671;5,246575342;4,753424658;4,095890411;0,356164384;5,246575342
vrFrdstrh;vor Freude strahlen;0;17;3;7,6;2,085714286;5,128571429;5,2;4,971428571;4,271428571;3,728571429;0,171428571;5,414285714
vrNdpltzn;vor Neid platzen;0;14;3;5,084507042;-1,591549296;4,915492958;5,436619718;4,281690141;4,802816901;3,816901408;0,14084507;5,169014085
vrWtdWndh;vor Wut die Wand hochgehen;0;22;5;6,611111111;-2,111111111;5,541666667;4,805555556;4,180555556;5,125;3,722222222;0,208333333;5,041666667
vrWtschmn;vor Wut schäumen;0;14;3;5,285714286;-1,628571429;5,185714286;4,214285714;4,4;4,842857143;3,814285714;0,185714286;5,271428571
wasdmEgps;wie aus dem Ei gepellt sein;0;22;6;5,125;1,513888889;3,625;3,861111111;3,75;5,083333333;3,513888889;0,222222222;4,708333333
wdFstafAp;wie die Faust aufs Auge passen;0;25;6;3,14084507;0,971830986;3,76056338;4,422535211;3,943661972;4,873239437;4,112676056;0,323943662;5,507042254
wdMdimSpl;wie die Made im Speck leben;0;22;6;3,805970149;0,373134328;3,820895522;3,432835821;3,417910448;5,194029851;3,298507463;0,089552239;5,059701493
wdrafdBnk;wieder auf die Beine kommen;1;23;5;5,871428571;2,185714286;4,914285714;5,928571429;4,685714286;4,114285714;4,528571429;0,785714286;5,6
wdrafdmDs;wieder auf dem Damm sein;1;20;5;3,869565217;0,942028986;3,811594203;3,550724638;3,304347826;5,202898551;3,536231884;0,333333333;4,608695652
wdrFlsnFs;weder Fleisch noch Fisch sein;1;25;5;2,02739726;-0,712328767;3,082191781;2,547945205;3;5,383561644;3,164383562;0,369863014;4,273972603
wdrHndnFh;weder Hand noch Fuß haben;1;21;5;3,915492958;-1,154929577;3,690140845;3,718309859;3,070422535;4,873239437;3,676056338;0,549295775;4,647887324
wenBmbens;wie eine Bombe einschlagen;0;23;4;2,805555556;-0,305555556;4,958333333;5,263888889;4,375;4,555555556;3,847222222;0,597222222;5,402777778
wenEslvBs;wie ein Esel vorm Berg stehen;1;24;6;3,309859155;-0,943661972;3,704225352;3,408450704;3,887323944;4,845070423;2,915492958;0,422535211;4,436619718
wenFsciWs;wie ein Fisch im Wasser sein;1;23;6;5,471428571;1,814285714;3,942857143;4,314285714;4;4,942857143;3,642857143;0,4;5,2
wenGrbsch;wie ein Grab schweigen;0;19;4;1,985714286;0,471428571;3,714285714;5,085714286;4,142857143;4,985714286;4,242857143;0,214285714;5,5
wenHngkcg;wie ein Honigkuchenpferd grinsen;0;29;4;4,811594203;1,507246377;4,405797101;3,898550725;3,869565217;4,739130435;3,927536232;0,246376812;4,811594203
wenLchsfn;wie ein Loch saufen;0;16;4;4,771428571;-1,657142857;4,3;3,671428571;4;5,1;3,5;0,085714286;5,071428571
wenSchlsh;wie ein Schlosshund heulen;1;23;4;3,7;-1,157142857;4,728571429;3,4;3,485714286;4,842857143;3,814285714;0,385714286;4,557142857
wgschmrtl;wie geschmiert laufen;1;19;3;5,246376812;1,623188406;4,260869565;4,68115942;4,231884058;4,536231884;3,739130435;0,347826087;5,231884058
wGttinFrl;wie Gott in Frankreich leben;0;24;5;5,972222222;1,972222222;4,333333333;3,222222222;3,694444444;4,819444444;3,375;0,263888889;4,944444444
wvmBltzgs;wie vom Blitz getroffen sein ;1;24;6;2,710144928;-0,246376812;4,376811594;4,608695652;3,927536232;4,884057971;3,985507246;0,449275362;5,376811594
wwrmSmmlw;wie warme Semmeln weggehen;1;23;4;3,971428571;0,971428571;3,657142857;3,828571429;3,5;4,685714286;3,414285714;0,285714286;5,057142857
zahwLdrsn;zäh wie Leder sein;0;15;4;3,6;1,057142857;3,714285714;3,9;4,114285714;4,471428571;3,542857143;0,2;4,942857143
zhchfrjms;zu hoch für jemanden sein;1;21;5;3,23943662;-0,394366197;3,943661972;4,352112676;3,661971831;5,028169014;4;0,605633803;4,788732394
zmStnrwch;zum Steinerweichen heulen;0;23;3;2,925373134;-0,626865672;4,402985075;3,044776119;3,388059701;4,76119403;4,119402985;0,134328358;4,865671642
zrFlschgr;zur Flasche greifen;1;17;3;4,126760563;-1,084507042;4,014084507;4,549295775;4,661971831;4,225352113;3,887323944;0,732394366;5,169014085
zwFlgmeKs;zwei Fliegen mit einer Klappe schlagen;1;33;6;5,112676056;1,394366197;3,647887324;5,338028169;4,211267606;4,436619718;3,563380282;0,690140845;5,591549296
zwglsgfhr;zweigleisig fahren;0;17;2;3,916666667;-0,166666667;3,5;3,888888889;3,805555556;4,402777778;3,569444444;0,402777778;4,916666667
zwlnkHndh;zwei linke Hände haben;0;19;4;2,492753623;-0,869565217;3,739130435;5,579710145;4,217391304;4,942028986;4,028985507;0,260869565;5,710144928
