vowel,time_index,v_time,time_abs,F1,F2,F3
Y,10,0.046,21.228,529,1838,2830
Y,11,0.051,21.233,524,1794,2829
Y,12,0.056,21.238,512,1761,2827
Y,13,0.061,21.244,493,1748,2856
Y,14,0.066,21.249,475,1750,2909
Y,15,0.071,21.254,472,1753,2941
OE,1,0,23.073,501,1839,2313
OE,2,0.01,23.083,507,1812,1882
OE,3,0.019,23.092,503,1815,1872
OE,4,0.029,23.102,507,1418,1845
OE,5,0.039,23.112,485,1621,1922
OE,6,0.048,23.121,496,1587,2004
OE,7,0.058,23.131,503,1616,2217
OE,8,0.068,23.141,479,1645,2296
OE,9,0.078,23.15,492,1441,1838
OE,10,0.087,23.16,505,1379,1730
OE,11,0.097,23.17,517,1257,1659
OE,12,0.107,23.179,530,990,1661
OE,13,0.116,23.189,536,1661,2762
OE,14,0.126,23.199,536,1667,2785
OE,15,0.136,23.208,533,1670,2798
a,1,0,25.05,715,1232,1537
a,2,0.007,25.057,691,1312,1569
a,3,0.014,25.064,732,1472,1502
a,4,0.021,25.071,794,1473,1578
a,5,0.028,25.078,814,1469,1608
a,6,0.035,25.085,826,1485,1554
a,7,0.043,25.092,851,1449,1514
a,8,0.05,25.099,910,1294,1520
a,9,0.057,25.106,956,1192,1530
a,10,0.064,25.113,897,1341,1541
a,11,0.071,25.12,834,1360,1584
a,12,0.078,25.127,808,1447,1493
a,13,0.085,25.135,705,1352,1591
a,14,0.092,25.142,616,1279,1662
a,15,0.099,25.149,540,1209,1645
U,1,0,26.693,406,724,3115
U,2,0.004,26.697,445,741,3217
U,3,0.009,26.701,453,732,3317
U,4,0.013,26.706,431,726,3185
U,5,0.017,26.71,405,724,3149
U,6,0.022,26.714,376,727,3175
U,7,0.026,26.719,358,727,3052
U,8,0.03,26.723,339,741,2944
U,9,0.035,26.727,322,754,2881
U,10,0.039,26.732,314,741,2950
U,11,0.043,26.736,319,685,2948
U,12,0.048,26.74,319,626,3001
U,13,0.052,26.745,304,584,3190
U,14,0.056,26.749,299,587,3130
U,15,0.061,26.753,297,590,2960
O,1,0,28.606,676,1325,2890
O,2,0.005,28.611,644,1310,2893
O,3,0.01,28.615,631,1295,2893
O,4,0.014,28.62,640,1283,2890
O,5,0.019,28.625,650,1268,2884
O,6,0.024,28.63,661,1252,2869
O,7,0.029,28.634,671,1237,2878
O,8,0.033,28.639,677,1227,2934
O,9,0.038,28.644,675,1222,3017
O,10,0.043,28.649,674,1215,3137
O,11,0.048,28.654,672,1213,3039
O,12,0.053,28.658,671,1221,2783
O,13,0.057,28.663,679,1254,3175
O,14,0.062,28.668,688,1279,3255
O,15,0.067,28.673,683,1289,3324
